complexity	cohesion
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1018.12	0.81
1082.33	0.82
1188.01	0.8
1189.16	0.77
1189.16	0.77
1189.37	0.81
1189.37	0.81
1189.37	0.81
1189.37	0.81
1205.43	0.82
1205.43	0.82
1205.43	0.82
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.78
1283.56	0.76
1283.56	0.76
1283.56	0.76
1283.56	0.76
1283.77	0.79
1283.77	0.79
1283.77	0.79
1283.77	0.79
1450.31	0.79
1450.31	0.79
1450.31	0.79
1453.07	0.81
1453.07	0.81
1453.07	0.81
1453.07	0.81
1453.07	0.81
1453.07	0.81
1453.07	0.81
1453.07	0.81
1454.22	0.79
1489.09	0.78
1557.27	0.81
1557.27	0.81
1571.26	0.81
1571.26	0.81
1575.32	0.78
1575.32	0.78
1579.3	0.78
1579.3	0.78
1579.3	0.78
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.41	0.77
1583.61	0.8
1583.61	0.8
1583.61	0.8
1583.61	0.8
1583.61	0.8
1583.61	0.8
1583.61	0.8
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1601.03	0.78
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.18	0.75
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1602.39	0.78
1612.05	0.8
1637.66	0.77
1637.66	0.77
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1637.91	0.8
1671.65	0.78
1743.19	0.77
1744.16	0.77
1744.16	0.77
1744.16	0.77
1744.16	0.77
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.35	0.74
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.41	0.81
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1744.55	0.77
1748.52	0.8
1748.52	0.8
1748.52	0.8
1748.52	0.8
1748.52	0.8
1748.52	0.8
1757.45	0.78
1820.8	0.77
1820.8	0.77
1821.04	0.8
1821.04	0.8
1821.04	0.8
1821.04	0.8
1911.72	0.81
1911.72	0.81
1911.72	0.81
1911.72	0.81
1928.57	0.76
2078.13	0.78
2078.13	0.78
2078.13	0.78
2078.13	0.78
2106.18	0.8
2107.74	0.65
2139.28	0.76
2139.52	0.8
2139.52	0.8
2139.52	0.8
2139.52	0.8
2399.98	0.64
2399.98	0.64
2399.98	0.64
2399.98	0.64
2399.98	0.64
2399.98	0.64
2399.98	0.64
2405.59	0.86
2434.08	0.8
2434.65	0.73
2452.37	0.64
2452.37	0.64
2452.37	0.64
2452.37	0.64
2452.37	0.64
2489.6	0.73
2489.6	0.73
2728.2	0.77
3034.71	0.76
3052.16	0.73
3168.55	0.84
3168.55	0.84
3382.23	0.8
3404.86	0.79
3404.86	0.8
3454.8	0.78
3455	0.8
3475.58	0.8
3558.19	0.77
3573.38	0.74
3602.41	0.75
3653.33	0.78
3653.33	0.78
3667.57	0.78
3680.65	0.76
3680.86	0.78
3731.44	0.79
3731.68	0.85
3987.58	0.69
4026.8	0.72
4032.51	0.69
4093.71	0.69
4114.37	0.69
4214.8	0.7
