complexity	cohesion
475.17	0.87
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
708.1	0.81
722.88	0.8
767.2	0.82
767.2	0.82
767.2	0.82
767.2	0.82
767.2	0.82
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
886.82	0.79
887.97	0.76
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
888.17	0.79
904.28	0.79
957.65	0.76
957.65	0.76
984.19	0.83
984.19	0.83
984.19	0.83
984.19	0.83
984.19	0.83
984.19	0.83
984.19	0.83
988.41	0.82
988.41	0.82
999.02	0.79
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.12	0.75
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1018.33	0.79
1061.13	0.76
1061.13	0.76
1082.33	0.76
1170.36	0.75
1170.36	0.75
1170.36	0.75
1170.56	0.78
1170.56	0.78
1170.56	0.78
1170.56	0.78
1170.56	0.78
1170.56	0.78
1173.15	0.75
1173.15	0.75
1173.15	0.75
1173.15	0.75
1173.15	0.75
1173.15	0.75
1173.15	0.75
1173.15	0.75
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.01	0.74
1188.21	0.78
1188.21	0.78
1229.1	0.71
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1229.35	0.75
1240.56	0.82
1240.56	0.82
1240.56	0.82
1244.2	0.8
1244.2	0.8
1244.2	0.8
1244.2	0.8
1244.2	0.8
1368.3	0.74
1368.54	0.82
1368.54	0.82
1376.59	0.79
1376.59	0.79
1376.59	0.79
1376.59	0.79
1501.64	0.68
1501.64	0.68
1501.64	0.68
1558.7	0.74
1558.7	0.74
1558.95	0.82
1563.06	0.78
1563.06	0.78
1563.06	0.78
1563.06	0.78
1563.06	0.78
1614.35	0.72
1635.54	0.67
1635.54	0.67
1635.79	0.74
1635.79	0.74
1635.79	0.74
1636.37	0.72
1636.37	0.72
1636.37	0.72
1669.53	0.71
1742.04	0.67
1818.67	0.67
1818.67	0.67
1961.8	0.62
2137.15	0.66
2137.8	0.72
2137.8	0.72
2137.8	0.72
2137.8	0.72
2344.7	0.62
2344.7	0.62
2344.7	0.62
2344.7	0.62
2344.7	0.62
2344.7	0.62
2344.7	0.62
2350.07	0.72
2350.07	0.72
2373.42	0.68
2397.77	0.62
2397.77	0.62
2397.77	0.62
2397.77	0.62
2397.77	0.62
2397.77	0.62
2405.02	0.73
2405.02	0.73
2508.93	0.75
2517.74	0.63
2789.77	0.74
2791.31	0.72
2880.15	0.85
2945.88	0.72
2958.72	0.79
2958.72	0.85
3061.72	0.69
3103.19	0.75
3168.55	0.78
3168.55	0.78
3168.55	0.78
3168.76	0.82
3168.76	0.82
3178.88	0.72
3374.4	0.8
3379.87	0.66
3380.69	0.7
3385.76	0.77
3392.59	0.74
3456.68	0.69
3915.17	0.74
