Codebase,Feature,Cluster,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP,Orchestrator
Acme-Explorer-maven,RangerController.create,1,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.333333,1.500000,0.666667,0.643585,0.000000,0
Acme-Explorer-maven,ContactExplorerController.save,3,0.333333,0.666667,0.666667,0.333333,0.230769,0.333333,0.120000,2.000000,0.588785,0.011204,0.036036,1
Acme-Explorer-maven,ContactExplorerController.save,0,0.666667,0.333333,0.200000,0.800000,0.230769,0.666667,0.200000,0.500000,0.981308,0.280112,0.175676,0
Acme-Explorer-maven,ContactExplorerController.save,1,0.428571,0.571429,0.647059,0.352941,0.538462,0.428571,0.680000,0.500000,1.429906,0.708683,0.738739,0
Acme-Explorer-maven,TagAdminController.deleteGet,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.000000,0.500000,0.545455,0.942857,0.000000,0.626289,1
Acme-Explorer-maven,TagAdminController.deleteGet,0,0.000000,1.000000,1.000000,0.000000,0.312500,0.000000,0.227273,0.818182,0.685714,0.000000,0.306701,0
Acme-Explorer-maven,TagAdminController.deleteGet,2,0.333333,0.666667,0.666667,0.333333,0.187500,0.000000,0.272727,1.636364,1.371428,1.000000,0.061856,0
Acme-Explorer-maven,ExplorerController.create,1,1.000000,0.000000,0.000000,1.000000,0.571429,0.750000,0.625000,0.750000,1.250000,0.757119,0.000000,0
Acme-Explorer-maven,ExplorerController.create,0,1.000000,0.000000,0.000000,1.000000,0.285714,1.000000,0.312500,2.250000,1.250000,0.236181,0.000000,0
Acme-Explorer-maven,ExplorerController.create,3,1.000000,0.000000,0.000000,1.000000,0.142857,1.000000,0.062500,0.000000,0.500000,0.006700,0.000000,1
Acme-Explorer-maven,TripManagerController.create,1,1.000000,0.000000,0.285714,0.714286,0.375000,0.666667,0.700000,2.000000,2.333333,0.954098,0.612613,0
Acme-Explorer-maven,TripManagerController.create,5,1.000000,0.000000,0.000000,1.000000,0.125000,1.000000,0.050000,0.000000,0.500000,0.019672,0.000000,0
Acme-Explorer-maven,TripManagerController.create,2,0.333333,0.666667,0.750000,0.250000,0.375000,0.666667,0.200000,2.000000,0.666667,0.026230,0.090090,0
Acme-Explorer-maven,TripManagerController.create,4,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.050000,0.000000,0.500000,0.000000,0.189189,1
Acme-Explorer-maven,CurriculumRangerController.delete,1,0.111111,0.888889,0.916667,0.083333,0.500000,0.222222,0.375000,0.818182,0.711864,0.437500,0.410876,0
Acme-Explorer-maven,CurriculumRangerController.delete,4,0.285714,0.714286,0.812500,0.187500,0.388889,0.142857,0.500000,1.363636,1.220339,0.277778,0.453172,1
Acme-Explorer-maven,CurriculumRangerController.delete,0,0.500000,0.500000,0.250000,0.750000,0.111111,0.000000,0.125000,0.818182,1.067797,0.284722,0.114804,0
Acme-Explorer-maven,MessageController.save,0,0.350000,0.650000,0.619048,0.380952,0.444444,0.100000,0.525000,0.713544,1.343023,0.484615,0.604753,0
Acme-Explorer-maven,MessageController.save,1,0.136364,0.863636,0.885714,0.114286,0.488889,0.363636,0.437500,0.591789,1.017442,0.433333,0.368981,1
Acme-Explorer-maven,MessageController.save,4,0.666667,0.333333,0.333333,0.666667,0.066667,0.666667,0.037500,1.694667,0.639535,0.082051,0.012508,0
Acme-Explorer-maven,TripManagerController.delete,1,0.600000,0.400000,0.625000,0.375000,0.416667,0.600000,0.666667,1.250000,2.093023,0.759591,0.708207,1
Acme-Explorer-maven,TripManagerController.delete,0,0.500000,0.500000,0.250000,0.750000,0.166667,0.500000,0.111111,1.250000,0.872093,0.204604,0.115502,0
Acme-Explorer-maven,TripManagerController.delete,2,0.333333,0.666667,0.800000,0.200000,0.250000,0.666667,0.138889,2.500000,0.726744,0.020460,0.054711,0
Acme-Explorer-maven,TripManagerController.delete,5,1.000000,0.000000,0.500000,0.500000,0.083333,0.000000,0.055556,0.000000,0.872093,0.015345,0.015198,0
Acme-Explorer-maven,TripManagerController.delete,4,0.000000,1.000000,1.000000,0.000000,0.083333,0.000000,0.027778,0.000000,0.436046,0.000000,0.063830,0
Acme-Explorer-maven,PersonalRecordRangerController.save,1,0.038462,0.961538,0.968750,0.031250,0.464286,0.346154,0.376471,0.275026,0.813559,0.266949,0.409357,0
Acme-Explorer-maven,PersonalRecordRangerController.save,4,0.346154,0.653846,0.595745,0.404255,0.464286,0.038462,0.552941,0.275026,1.194915,0.557203,0.518129,0
Acme-Explorer-maven,PersonalRecordRangerController.save,0,0.250000,0.750000,0.500000,0.500000,0.071429,0.000000,0.070588,2.449947,0.991525,0.175847,0.045614,1
Acme-Explorer-maven,ApplicationManagerController.due,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.102041,0.543379,0.296013,1.409417,0.634190,0.568579,1
Acme-Explorer-maven,ApplicationManagerController.due,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027397,2.449766,0.580348,0.056687,0.010342,0
Acme-Explorer-maven,ApplicationManagerController.due,1,0.129630,0.870370,0.904255,0.095745,0.495413,0.537037,0.429224,0.254221,1.010235,0.309123,0.403595,0
Acme-Explorer-maven,ApplicationExplorerController.cancel,1,0.129630,0.870370,0.903226,0.096774,0.495413,0.537037,0.426605,0.254221,1.003082,0.309123,0.399901,0
Acme-Explorer-maven,ApplicationExplorerController.cancel,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.102041,0.545872,0.296013,1.414484,0.634190,0.572101,1
Acme-Explorer-maven,ApplicationExplorerController.cancel,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027523,2.449766,0.582435,0.056687,0.010406,0
Acme-Explorer-maven,ApplicationManagerController.save,1,0.129630,0.870370,0.900000,0.100000,0.495413,0.537037,0.418605,0.254221,0.981308,0.310654,0.383401,0
Acme-Explorer-maven,ApplicationManagerController.save,0,0.551020,0.448980,0.512605,0.487395,0.449541,0.081633,0.553488,0.296013,1.429906,0.633841,0.587831,1
Acme-Explorer-maven,ApplicationManagerController.save,4,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027907,2.449766,0.588785,0.055506,0.010692,0
Acme-Food-launcher,SocialProfileRestaurantController.create,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.333333,0.555556,0.500000,1.363636,0.000000,0.789474,0
Acme-Food-launcher,SocialProfileRestaurantController.create,4,1.000000,0.000000,0.000000,1.000000,0.285714,0.000000,0.222222,1.500000,0.818182,0.117647,0.000000,0
Acme-Food-launcher,SocialProfileRestaurantController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.222222,1.000000,0.818182,0.882353,0.171053,1
Acme-Food-launcher,SocialProfileRestaurantController.delete,0,0.142857,0.857143,0.900000,0.100000,0.368421,0.285714,0.434783,0.942857,1.192053,0.306667,0.622951,1
Acme-Food-launcher,SocialProfileRestaurantController.delete,2,0.333333,0.666667,0.666667,0.333333,0.315789,0.500000,0.260870,1.028571,0.834437,0.613333,0.306011,0
Acme-Food-launcher,SocialProfileRestaurantController.delete,4,0.666667,0.333333,0.428571,0.571429,0.315789,0.166667,0.304348,1.028571,0.973510,0.080000,0.032787,0
Acme-Food-launcher,FinderCustomerController.edit,0,0.875000,0.125000,0.555556,0.444444,0.533333,0.375000,0.720000,1.500000,1.588235,0.391892,0.604651,1
Acme-Food-launcher,FinderCustomerController.edit,3,0.000000,1.000000,1.000000,0.000000,0.066667,1.000000,0.040000,0.000000,0.705882,0.000000,0.007752,0
Acme-Food-launcher,FinderCustomerController.edit,2,0.500000,0.500000,0.500000,0.500000,0.400000,0.833333,0.240000,1.500000,0.705882,0.608108,0.302326,0
acme-furniture-launcher,RatingCustomerController.save,2,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.200000,0.000000,1.000000,1.000000,0.000000,0
acme-furniture-launcher,RatingCustomerController.save,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.250000,0
acme-furniture-launcher,RatingCustomerController.save,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.666667,1
acme-furniture-launcher,CritiqueCriticController.save,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.200000,1.000000,0.857143,0.000000,0.068182,1
acme-furniture-launcher,CritiqueCriticController.save,5,0.500000,0.500000,0.666667,0.333333,0.500000,0.250000,0.600000,1.000000,1.285714,0.456140,0.522727,0
acme-furniture-launcher,CritiqueCriticController.save,2,0.500000,0.500000,0.500000,0.500000,0.250000,0.500000,0.200000,1.000000,0.857143,0.543860,0.340909,0
acme-furniture-launcher,IncidenceCustomerController.saveCreate,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.272727,1.000000,0.964286,0.000000,0.069767,0
acme-furniture-launcher,IncidenceCustomerController.saveCreate,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.000000,0.454545,1.000000,1.071429,0.000000,0.465116,0
acme-furniture-launcher,IncidenceCustomerController.saveCreate,2,0.500000,0.500000,0.666667,0.333333,0.285714,0.000000,0.272727,1.000000,0.964286,1.000000,0.441860,1
acme-furniture-launcher,CritiqueCriticController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.222222,2.000000,0.818182,0.373494,0.535714,1
acme-furniture-launcher,CritiqueCriticController.create,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.222222,0.500000,0.818182,0.000000,0.107143,0
acme-furniture-launcher,CritiqueCriticController.create,5,0.666667,0.333333,0.200000,0.800000,0.428571,0.333333,0.555556,0.500000,1.363636,0.626506,0.178571,0
acme-furniture-launcher,BannerAdministratorController.save,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.750000,1
acme-furniture-launcher,BannerAdministratorController.save,2,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.000000,0
acme-furniture-launcher,BannerAdministratorController.save,4,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.200000,0.000000,1.000000,1.000000,0.000000,0
acme-furniture-launcher,FurnitureAssemblerController.create,2,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.250000,2.000000,0.900000,0.632653,0.600000,0
acme-furniture-launcher,FurnitureAssemblerController.create,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.250000,0.500000,0.900000,0.000000,0.080000,1
acme-furniture-launcher,FurnitureAssemblerController.create,3,0.666667,0.333333,0.250000,0.750000,0.428571,0.333333,0.500000,0.500000,1.200000,0.367347,0.160000,0
acme-furniture-launcher,IncidenceCustomerController.create,2,0.500000,0.500000,0.333333,0.666667,0.400000,0.000000,0.428571,2.250000,1.125000,1.000000,0.555556,0
acme-furniture-launcher,IncidenceCustomerController.create,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.428571,0.750000,1.125000,0.000000,0.222222,1
acme-furniture-launcher,IncidenceCustomerController.create,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.148148,0
acme-furniture-launcher,RatingCustomerController.create,2,0.400000,0.600000,0.500000,0.500000,0.333333,0.400000,0.315789,1.595745,0.951542,0.589041,0.507042,0
acme-furniture-launcher,RatingCustomerController.create,1,0.000000,1.000000,1.000000,0.000000,0.266667,0.000000,0.263158,0.638298,0.991189,0.000000,0.084507,0
acme-furniture-launcher,RatingCustomerController.create,0,0.333333,0.666667,0.750000,0.250000,0.400000,0.166667,0.421053,0.765958,1.057269,0.410959,0.338028,1
acme-furniture-launcher,FurnitureAdministratorController.create,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.200000,0.000000,0.923077,0.000000,0.111111,0
acme-furniture-launcher,FurnitureAdministratorController.create,2,1.000000,0.000000,0.285714,0.714286,0.500000,0.500000,0.700000,3.000000,1.615385,0.857143,0.666667,0
acme-furniture-launcher,FurnitureAdministratorController.create,5,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.100000,0.000000,0.461538,0.142857,0.000000,1
acme-furniture-launcher,BudgetLineAdministratorController.accept,0,1.000000,0.000000,0.444444,0.555556,0.307692,0.250000,0.473684,0.937500,1.500000,0.466667,0.340000,0
acme-furniture-launcher,BudgetLineAdministratorController.accept,1,0.000000,1.000000,1.000000,0.000000,0.384615,0.400000,0.263158,1.125000,0.666667,0.000000,0.180000,1
acme-furniture-launcher,BudgetLineAdministratorController.accept,2,0.250000,0.750000,0.800000,0.200000,0.307692,0.500000,0.263158,0.937500,0.833333,0.533333,0.360000,0
acme-furniture-launcher,BudgetLineAdministratorController.denny,2,0.250000,0.750000,0.800000,0.200000,0.307692,0.500000,0.263158,0.937500,0.833333,0.533333,0.372549,0
acme-furniture-launcher,BudgetLineAdministratorController.denny,0,1.000000,0.000000,0.444444,0.555556,0.307692,0.250000,0.473684,0.937500,1.500000,0.466667,0.333333,0
acme-furniture-launcher,BudgetLineAdministratorController.denny,1,0.000000,1.000000,1.000000,0.000000,0.384615,0.400000,0.263158,1.125000,0.666667,0.000000,0.176471,1
acme-furniture-launcher,CustomerController.save,1,1.000000,0.000000,0.100000,0.900000,0.500000,0.666667,0.714286,1.285714,1.714286,0.828467,0.187500,1
acme-furniture-launcher,CustomerController.save,0,1.000000,0.000000,0.000000,1.000000,0.333333,1.000000,0.214286,1.714286,0.771429,0.149635,0.000000,0
acme-furniture-launcher,CustomerController.save,2,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.071429,0.000000,0.514286,0.021898,0.000000,0
acme-furniture-launcher,CritiqueAdministratorController.ban,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.250000,1.363636,0.857143,0.000000,0.089552,1
acme-furniture-launcher,CritiqueAdministratorController.ban,2,0.000000,1.000000,1.000000,0.000000,0.300000,0.333333,0.250000,0.545455,0.857143,0.000000,0.223881,0
acme-furniture-launcher,CritiqueAdministratorController.ban,5,0.250000,0.750000,0.833333,0.166667,0.400000,0.000000,0.500000,1.090909,1.285714,1.000000,0.671642,0
acme-furniture-launcher,FurnitureAssemblerController.save,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.200000,1.500000,0.600000,0.000000,0.093750,1
acme-furniture-launcher,FurnitureAssemblerController.save,3,0.666667,0.333333,0.500000,0.500000,0.500000,0.333333,0.600000,1.500000,1.200000,0.375000,0.343750,0
acme-furniture-launcher,FurnitureAssemblerController.save,2,1.000000,0.000000,0.500000,0.500000,0.166667,1.000000,0.200000,0.000000,1.200000,0.625000,0.437500,0
acme-furniture-launcher,CritiqueAdministratorController.unban,5,0.500000,0.500000,0.666667,0.333333,0.333333,0.000000,0.428571,2.000000,1.285714,1.000000,0.846154,0
acme-furniture-launcher,CritiqueAdministratorController.unban,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.285714,0.500000,0.857143,0.000000,0.115385,1
acme-furniture-launcher,CritiqueAdministratorController.unban,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.285714,0.500000,0.857143,0.000000,0.000000,0
acme-furniture-launcher,ReviewAssemblerController.create,2,0.333333,0.666667,0.750000,0.250000,0.375000,0.333333,0.333333,1.333333,0.923077,0.548387,0.560976,1
acme-furniture-launcher,ReviewAssemblerController.create,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.166667,0.666667,0.692308,0.000000,0.073171,0
acme-furniture-launcher,ReviewAssemblerController.create,3,0.666667,0.333333,0.500000,0.500000,0.375000,0.333333,0.500000,1.000000,1.384615,0.451613,0.268293,0
acme-furniture-launcher,FurnitureAdministratorController.edit,2,0.666667,0.333333,0.444444,0.555556,0.600000,0.333333,0.750000,3.000000,1.500000,0.860215,0.826087,0
acme-furniture-launcher,FurnitureAdministratorController.edit,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.166667,0.000000,1.000000,0.000000,0.043478,1
acme-furniture-launcher,FurnitureAdministratorController.edit,5,1.000000,0.000000,0.000000,1.000000,0.200000,1.000000,0.083333,0.000000,0.500000,0.139785,0.000000,0
acme-furniture-launcher,BudgetCustomerController.add,1,0.000000,1.000000,1.000000,0.000000,0.263158,0.400000,0.214286,1.498368,0.861702,0.000000,0.045000,0
acme-furniture-launcher,BudgetCustomerController.add,0,0.722222,0.277778,0.406250,0.593750,0.473684,0.000000,0.571429,0.558215,1.276596,1.000000,0.260000,0
acme-furniture-launcher,BudgetCustomerController.add,2,0.000000,1.000000,1.000000,0.000000,0.263158,0.800000,0.214286,0.943417,0.861702,0.000000,0.600000,1
acme-furniture-launcher,BudgetCustomerController.addAndEdit,1,0.000000,1.000000,1.000000,0.000000,0.268293,0.454545,0.216667,1.384615,0.853687,0.000000,0.040359,0
acme-furniture-launcher,BudgetCustomerController.addAndEdit,0,0.684211,0.315789,0.441176,0.558824,0.463415,0.000000,0.566667,0.576923,1.292627,1.000000,0.269058,0
acme-furniture-launcher,BudgetCustomerController.addAndEdit,2,0.000000,1.000000,1.000000,0.000000,0.268293,0.727273,0.216667,1.038461,0.853687,0.000000,0.605381,1
Acme-Gallery-maven,ProductDirectorController.create,5,0.333333,0.666667,0.500000,0.500000,0.375000,0.000000,0.333333,1.250000,0.888889,1.000000,0.200000,0
Acme-Gallery-maven,ProductDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.416667,0.750000,1.111111,0.000000,0.375000,0
Acme-Gallery-maven,ProductDirectorController.create,4,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.250000,1.000000,1.000000,0.000000,0.375000,1
Acme-Gallery-maven,MuseumDirectorController.create,0,0.333333,0.666667,0.800000,0.200000,0.375000,0.333333,0.357143,1.500000,1.071429,0.035040,0.592593,1
Acme-Gallery-maven,MuseumDirectorController.create,4,0.750000,0.250000,0.125000,0.875000,0.500000,0.500000,0.571429,1.500000,1.285714,0.886792,0.074074,0
Acme-Gallery-maven,MuseumDirectorController.create,1,1.000000,0.000000,0.000000,1.000000,0.125000,1.000000,0.071429,0.000000,0.642857,0.078167,0.000000,0
Acme-Gallery-maven,GroupVisitorController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.363636,1.500000,1.000000,0.000000,0.307692,0
Acme-Gallery-maven,GroupVisitorController.create,1,0.500000,0.500000,0.166667,0.833333,0.400000,0.000000,0.545455,1.500000,1.500000,1.000000,0.384615,1
Acme-Gallery-maven,GroupVisitorController.create,4,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.090909,0.000000,0.500000,0.000000,0.211538,0
Acme-Gallery-maven,ArtworkGuideController.create,3,0.250000,0.750000,0.750000,0.250000,0.400000,0.250000,0.333333,1.600000,0.800000,0.722222,0.564706,0
Acme-Gallery-maven,ArtworkGuideController.create,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.333333,0.800000,1.600000,0.000000,0.188235,1
Acme-Gallery-maven,ArtworkGuideController.create,4,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.166667,0.800000,0.800000,0.000000,0.188235,0
Acme-Gallery-maven,ArtworkGuideController.create,2,0.500000,0.500000,0.500000,0.500000,0.200000,0.500000,0.166667,0.800000,0.800000,0.277778,0.035294,0
Acme-Gallery-maven,VisitorController.save,1,0.750000,0.250000,0.142857,0.857143,0.500000,0.750000,0.466667,1.411765,1.032787,0.272441,0.487805,0
Acme-Gallery-maven,VisitorController.save,0,1.000000,0.000000,0.285714,0.714286,0.375000,0.666667,0.466667,1.588235,1.377049,0.707087,0.219512,1
Acme-Gallery-maven,VisitorController.save,4,1.000000,0.000000,0.000000,1.000000,0.125000,1.000000,0.066667,0.000000,0.590164,0.020472,0.000000,0
Acme-Gallery-maven,ProductDirectorController.edit,4,0.000000,1.000000,1.000000,0.000000,0.181818,0.000000,0.150000,1.142857,0.833333,0.000000,0.230769,0
Acme-Gallery-maven,ProductDirectorController.edit,0,0.000000,1.000000,1.000000,0.000000,0.454545,0.400000,0.350000,0.714286,0.777778,0.000000,0.292308,0
Acme-Gallery-maven,ProductDirectorController.edit,5,0.500000,0.500000,0.700000,0.300000,0.363636,0.000000,0.500000,1.142857,1.388889,1.000000,0.430769,1
Acme-Gallery-maven,RoomDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.250000,0.500000,1.875000,1.363636,0.000000,0.533333,1
Acme-Gallery-maven,RoomDirectorController.create,4,0.400000,0.600000,0.571429,0.428571,0.500000,0.200000,0.437500,1.125000,0.954545,0.590551,0.377778,0
Acme-Gallery-maven,RoomDirectorController.create,3,1.000000,0.000000,0.000000,1.000000,0.100000,1.000000,0.062500,0.000000,0.681818,0.409449,0.000000,0
Acme-Gallery-maven,ArtworkGuideController.delete,2,0.200000,0.800000,0.833333,0.166667,0.294118,0.000000,0.272727,1.090909,0.923077,1.000000,0.105634,1
Acme-Gallery-maven,ArtworkGuideController.delete,0,0.000000,1.000000,1.000000,0.000000,0.235294,0.000000,0.363636,0.969697,1.538462,0.000000,0.211268,0
Acme-Gallery-maven,ArtworkGuideController.delete,4,0.000000,1.000000,1.000000,0.000000,0.235294,0.000000,0.181818,1.212121,0.769231,0.000000,0.225352,0
Acme-Gallery-maven,ArtworkGuideController.delete,3,0.000000,1.000000,1.000000,0.000000,0.235294,0.000000,0.181818,0.727273,0.769231,0.000000,0.450704,0
Acme-Gallery-maven,GuideAdministratorController.save,0,0.666667,0.333333,0.636364,0.363636,0.428571,0.333333,0.687500,1.500000,1.833333,0.802947,0.542857,0
Acme-Gallery-maven,GuideAdministratorController.save,4,0.666667,0.333333,0.250000,0.750000,0.428571,0.666667,0.250000,1.500000,0.666667,0.101289,0.228571,1
Acme-Gallery-maven,GuideAdministratorController.save,3,1.000000,0.000000,0.000000,1.000000,0.142857,1.000000,0.062500,0.000000,0.500000,0.095764,0.000000,0
Acme-Gallery-maven,StoreDirectorController.create,4,0.125000,0.875000,0.888889,0.111111,0.533333,0.250000,0.409091,0.529412,0.704348,0.596491,0.580952,1
Acme-Gallery-maven,StoreDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.266667,0.000000,0.363636,0.882353,1.252174,0.000000,0.304762,0
Acme-Gallery-maven,StoreDirectorController.create,5,0.666667,0.333333,0.400000,0.600000,0.200000,0.333333,0.227273,1.588235,1.043478,0.403509,0.076190,0
Acme-Gallery-maven,RoomDirectorController.edit,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.250000,0.470588,1.687500,1.227273,0.000000,0.481203,0
Acme-Gallery-maven,RoomDirectorController.edit,4,0.333333,0.666667,0.705882,0.294118,0.500000,0.111111,0.500000,1.312500,1.159091,0.770925,0.473684,0
Acme-Gallery-maven,RoomDirectorController.edit,3,1.000000,0.000000,0.000000,1.000000,0.055556,1.000000,0.029412,0.000000,0.613636,0.229075,0.000000,1
Acme-Gallery-maven,ReviewVisitorController.create,1,0.200000,0.800000,0.800000,0.200000,0.294118,0.200000,0.200000,0.947368,0.714286,0.277027,0.462428,1
Acme-Gallery-maven,ReviewVisitorController.create,4,0.200000,0.800000,0.833333,0.166667,0.294118,0.400000,0.240000,1.421053,0.857143,0.459459,0.271676,0
Acme-Gallery-maven,ReviewVisitorController.create,0,0.428571,0.571429,0.785714,0.214286,0.411765,0.285714,0.560000,0.631579,1.428571,0.263514,0.236994,0
Acme-Gallery-maven,ProductDirectorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.125000,0.400000,0.594714,0.900000,0.000000,0.333333,1
Acme-Gallery-maven,ProductDirectorController.delete,4,0.000000,1.000000,1.000000,0.000000,0.222222,0.000000,0.200000,1.387665,0.900000,0.000000,0.277778,0
Acme-Gallery-maven,ProductDirectorController.delete,5,0.166667,0.833333,0.833333,0.166667,0.333333,0.000000,0.400000,1.017621,1.200000,1.000000,0.370370,0
Acme-Gallery-maven,ExhibitionDirectorController.create,4,0.285714,0.714286,0.818182,0.181818,0.368421,0.285714,0.354839,1.122449,1.052632,0.141700,0.393701,0
Acme-Gallery-maven,ExhibitionDirectorController.create,3,0.600000,0.400000,0.285714,0.714286,0.263158,0.600000,0.225806,1.530612,0.937799,0.777328,0.165354,0
Acme-Gallery-maven,ExhibitionDirectorController.create,2,1.000000,0.000000,0.000000,1.000000,0.052632,1.000000,0.032258,0.000000,0.669856,0.080972,0.000000,1
Acme-Gallery-maven,ExhibitionDirectorController.create,0,0.000000,1.000000,1.000000,0.000000,0.315789,0.000000,0.387097,1.346939,1.339713,0.000000,0.377953,0
Acme-Gallery-maven,GroupVisitorController.edit,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.166667,0.312500,1.175074,0.970425,0.000000,0.128000,0
Acme-Gallery-maven,GroupVisitorController.edit,1,0.428571,0.571429,0.562500,0.437500,0.388889,0.000000,0.500000,0.623145,1.330869,0.715481,0.620000,0
Acme-Gallery-maven,GroupVisitorController.edit,4,0.200000,0.800000,0.833333,0.166667,0.277778,0.600000,0.187500,1.201780,0.698706,0.284519,0.220000,1
Acme-Gallery-maven,ReviewVisitorController.edit,0,0.333333,0.666667,0.809524,0.190476,0.461538,0.166667,0.583333,0.587097,1.340426,0.388060,0.304348,0
Acme-Gallery-maven,ReviewVisitorController.edit,1,0.250000,0.750000,0.750000,0.250000,0.307692,0.375000,0.222222,0.922581,0.765957,0.611940,0.407115,0
Acme-Gallery-maven,ReviewVisitorController.edit,4,0.000000,1.000000,1.000000,0.000000,0.230769,0.166667,0.194444,1.490323,0.893617,0.000000,0.264822,1
Acme-Gallery-maven,VisitorVisitorController.edit,1,0.636364,0.363636,0.409091,0.590909,0.500000,0.454545,0.536585,0.620968,1.200000,0.382034,0.701754,0
Acme-Gallery-maven,VisitorVisitorController.edit,0,0.500000,0.500000,0.562500,0.437500,0.363636,0.500000,0.390244,0.967742,1.200000,0.592300,0.171053,1
Acme-Gallery-maven,VisitorVisitorController.edit,4,0.666667,0.333333,0.333333,0.666667,0.136364,1.000000,0.073171,1.411290,0.600000,0.025666,0.030702,0
Acme-Gallery-maven,GroupAdministratorController.delete,1,0.285714,0.714286,0.793103,0.206897,0.518519,0.071429,0.475410,1.000000,1.001046,0.679245,0.736170,0
Acme-Gallery-maven,GroupAdministratorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.407407,0.181818,0.475410,1.000000,1.274059,0.000000,0.202128,1
Acme-Gallery-maven,GroupAdministratorController.delete,4,0.500000,0.500000,0.666667,0.333333,0.074074,0.500000,0.049180,1.000000,0.724895,0.320755,0.046809,0
Acme-Gallery-maven,DayPassVisitorController.create,0,0.000000,1.000000,1.000000,0.000000,0.166667,0.200000,0.230769,1.893096,1.416084,0.000000,0.141026,0
Acme-Gallery-maven,DayPassVisitorController.create,2,0.000000,1.000000,1.000000,0.000000,0.066667,0.000000,0.051282,0.445434,0.786713,0.000000,0.025641,0
Acme-Gallery-maven,DayPassVisitorController.create,1,0.250000,0.750000,0.750000,0.250000,0.266667,0.500000,0.205128,0.890869,0.786713,0.222841,0.222222,0
Acme-Gallery-maven,DayPassVisitorController.create,4,0.777778,0.222222,0.357143,0.642857,0.300000,0.333333,0.358974,0.612472,1.223776,0.632312,0.217949,0
Acme-Gallery-maven,DayPassVisitorController.create,3,0.166667,0.833333,0.833333,0.166667,0.200000,0.166667,0.153846,1.158129,0.786713,0.144847,0.341880,1
Acme-Gallery-maven,GroupVisitorController.delete,1,0.266667,0.733333,0.806452,0.193548,0.517241,0.066667,0.492063,1.000000,1.036212,0.673077,0.725838,0
Acme-Gallery-maven,GroupVisitorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.413793,0.166667,0.460317,1.000000,1.211699,0.000000,0.216963,1
