Codebase,Feature,Cluster,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP,Orchestrator
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteCustomer,0,0.111111,0.888889,0.789474,0.210526,0.428571,0.555556,0.513514,1.217391,1.440758,0.636986,0.643478,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteCustomer,1,0.375000,0.625000,0.785714,0.214286,0.380952,0.000000,0.378378,1.159420,1.194313,0.273973,0.304348,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteCustomer,4,0.500000,0.500000,0.500000,0.500000,0.095238,0.000000,0.054054,0.811594,0.682464,0.054795,0.014493,1
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteCustomer,2,0.500000,0.500000,0.500000,0.500000,0.095238,0.000000,0.054054,0.811594,0.682464,0.034247,0.011594,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,1,0.083333,0.916667,0.933333,0.066667,0.480000,0.083333,0.454545,0.513238,0.967742,0.235294,0.362500,1
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,0,0.125000,0.875000,0.846154,0.153846,0.320000,0.000000,0.393939,1.075356,1.258065,0.764706,0.425000,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,4,0.000000,1.000000,1.000000,0.000000,0.200000,0.200000,0.151515,1.411405,0.774194,0.000000,0.203125,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,1,0.000000,1.000000,1.000000,0.000000,0.500000,0.066667,0.489362,0.409091,1.088592,0.000000,0.350097,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,0,0.153846,0.846154,0.909091,0.090909,0.433333,0.000000,0.468085,0.545455,1.201456,1.000000,0.599613,1
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,4,0.000000,1.000000,1.000000,0.000000,0.066667,0.000000,0.042553,2.045455,0.709951,0.000000,0.046422,0
Acme-Personal-Trainer-maven,FinderCustomerController.save,0,0.250000,0.750000,0.800000,0.200000,0.380952,0.250000,0.294118,1.155556,0.888889,0.604317,0.496154,0
Acme-Personal-Trainer-maven,FinderCustomerController.save,4,0.500000,0.500000,0.631579,0.368421,0.380952,0.375000,0.558824,0.977778,1.688889,0.304556,0.323077,0
Acme-Personal-Trainer-maven,FinderCustomerController.save,1,0.250000,0.750000,0.750000,0.250000,0.190476,0.500000,0.117647,1.866667,0.711111,0.091127,0.138462,1
Acme-Personal-Trainer-maven,FinderCustomerController.save,6,0.000000,1.000000,1.000000,0.000000,0.047619,0.000000,0.029412,0.000000,0.711111,0.000000,0.003846,0
Acme-Personal-Trainer-maven,SessionTrainerController.save,0,0.181818,0.818182,0.866667,0.133333,0.478261,0.272727,0.428571,0.819957,0.937500,0.756757,0.619760,0
Acme-Personal-Trainer-maven,SessionTrainerController.save,4,0.500000,0.500000,0.687500,0.312500,0.347826,0.250000,0.457143,1.268981,1.375000,0.243243,0.239521,1
Acme-Personal-Trainer-maven,SessionTrainerController.save,1,0.000000,1.000000,1.000000,0.000000,0.173913,0.250000,0.114286,0.911063,0.687500,0.000000,0.119760,0
Acme-Personal-Trainer-maven,ActorController.saveCustomer,0,0.555556,0.444444,0.545455,0.454545,0.409091,0.222222,0.536585,0.353887,1.430064,0.769061,0.639241,0
Acme-Personal-Trainer-maven,ActorController.saveCustomer,1,0.428571,0.571429,0.625000,0.375000,0.318182,0.571429,0.195122,0.471850,0.668601,0.129282,0.189873,0
Acme-Personal-Trainer-maven,ActorController.saveCustomer,6,0.000000,1.000000,1.000000,0.000000,0.090909,0.500000,0.048780,2.573727,0.585026,0.000000,0.006329,1
Acme-Personal-Trainer-maven,ActorController.saveCustomer,4,0.500000,0.500000,0.555556,0.444444,0.181818,0.500000,0.219512,0.600536,1.316309,0.101657,0.110759,0
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,0,0.142857,0.857143,0.882353,0.117647,0.411765,0.285714,0.386364,0.797790,0.959248,0.416529,0.566085,0
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,4,0.500000,0.500000,0.526316,0.473684,0.352941,0.333333,0.431818,0.942842,1.250784,0.421488,0.266833,1
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,1,0.250000,0.750000,0.750000,0.250000,0.235294,0.250000,0.181818,1.259368,0.789969,0.161983,0.134663,0
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,0,0.250000,0.750000,0.818182,0.181818,0.347826,0.125000,0.297297,1.248699,1.042105,0.336770,0.668033,0
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,5,0.444444,0.555556,0.450000,0.550000,0.391304,0.333333,0.540541,1.420395,1.684211,0.494845,0.106557,0
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,1,0.250000,0.750000,0.750000,0.250000,0.173913,0.250000,0.108108,2.330905,0.757895,0.168385,0.110656,0
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,4,0.000000,1.000000,1.000000,0.000000,0.043478,0.000000,0.027027,0.000000,0.757895,0.000000,0.053279,1
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,6,0.000000,1.000000,1.000000,0.000000,0.043478,1.000000,0.027027,0.000000,0.757895,0.000000,0.004098,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,4,0.333333,0.666667,0.666667,0.333333,0.120000,0.000000,0.078947,1.296296,0.770878,0.182741,0.065753,1
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,5,0.333333,0.666667,0.666667,0.333333,0.120000,0.333333,0.078947,1.037037,0.770878,0.137056,0.027397,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,3,0.500000,0.500000,0.500000,0.500000,0.080000,0.000000,0.052632,0.518519,0.770878,0.050761,0.013699,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,0,0.111111,0.888889,0.789474,0.210526,0.360000,0.444444,0.500000,1.037037,1.627409,0.477157,0.646575,0
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,1,0.250000,0.750000,0.818182,0.181818,0.320000,0.000000,0.289474,1.111111,1.059957,0.152284,0.221918,0
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,0,0.555556,0.444444,0.545455,0.454545,0.409091,0.222222,0.536585,0.353887,1.430064,0.771619,0.649518,0
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,1,0.428571,0.571429,0.625000,0.375000,0.318182,0.571429,0.195122,0.471850,0.668601,0.126386,0.176849,0
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,6,0.000000,1.000000,1.000000,0.000000,0.090909,0.500000,0.048780,2.573727,0.585026,0.000000,0.006431,1
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,4,0.500000,0.500000,0.555556,0.444444,0.181818,0.500000,0.219512,0.600536,1.316309,0.101996,0.112540,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,1,0.120000,0.880000,0.914286,0.085714,0.471698,0.080000,0.486111,0.670167,1.110482,0.385366,0.375723,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,0,0.142857,0.857143,0.826087,0.173913,0.264151,0.071429,0.319444,1.741289,1.303116,0.614634,0.368497,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,4,0.000000,1.000000,1.000000,0.000000,0.245283,0.153846,0.180556,1.588544,0.793201,0.000000,0.244220,0
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,6,0.000000,1.000000,1.000000,0.000000,0.018868,0.000000,0.013889,0.000000,0.793201,0.000000,0.001445,1
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,2,0.000000,1.000000,1.000000,0.000000,0.071429,0.500000,0.053571,0.633397,0.782609,0.000000,0.017828,0
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,1,0.000000,1.000000,1.000000,0.000000,0.214286,0.000000,0.125000,1.393474,0.608696,0.000000,0.108590,0
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,4,0.000000,1.000000,1.000000,0.000000,0.107143,0.000000,0.107143,0.950096,1.043478,0.000000,0.084279,0
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,5,0.000000,1.000000,1.000000,0.000000,0.107143,0.000000,0.160714,1.583493,1.565217,0.000000,0.059968,0
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,3,0.000000,1.000000,1.000000,0.000000,0.071429,0.000000,0.053571,0.633397,0.782609,0.000000,0.014587,0
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,0,0.083333,0.916667,0.964286,0.035714,0.428571,0.000000,0.500000,0.806142,1.217391,1.000000,0.713128,1
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,1,0.100000,0.900000,0.877551,0.122449,0.483871,0.033333,0.550562,0.491163,1.230797,0.767742,0.405671,1
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,4,0.111111,0.888889,0.888889,0.111111,0.145161,0.111111,0.101124,1.780465,0.753549,0.232258,0.104689,0
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,0,0.000000,1.000000,1.000000,0.000000,0.370968,0.086957,0.348315,0.728372,1.015653,0.000000,0.482007,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,0,0.137931,0.862069,0.916667,0.083333,0.446154,0.068966,0.461538,0.276450,1.160121,0.768627,0.592721,1
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,1,0.062500,0.937500,0.961538,0.038462,0.492308,0.093750,0.500000,0.215017,1.138973,0.231373,0.357019,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,4,0.000000,1.000000,1.000000,0.000000,0.061538,0.000000,0.038462,2.508532,0.700906,0.000000,0.045061,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,0,0.069767,0.930233,0.956522,0.043478,0.417476,0.186047,0.403509,0.442804,1.087118,0.368679,0.540282,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,1,0.156863,0.843137,0.849462,0.150538,0.495146,0.058824,0.543860,0.309963,1.235403,0.631321,0.384225,0
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,4,0.000000,1.000000,1.000000,0.000000,0.087379,0.000000,0.052632,2.247232,0.677479,0.000000,0.065915,1
Acme-Pet-maven,TypeAdministratorController.delete,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.571429,2.000000,1.500000,0.000000,0.600000,0
Acme-Pet-maven,TypeAdministratorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.250000,1
Acme-Pet-maven,TypeAdministratorController.delete,2,0.500000,0.500000,0.500000,0.500000,0.400000,0.000000,0.285714,1.000000,0.750000,1.000000,0.125000,0
Acme-Pet-maven,AttributeAdministratorController.delete,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.500000,0.444444,1.500000,1.333333,0.000000,0.568182,1
Acme-Pet-maven,AttributeAdministratorController.delete,0,0.500000,0.500000,0.500000,0.500000,0.333333,0.000000,0.222222,0.500000,0.666667,0.588235,0.159091,0
Acme-Pet-maven,AttributeAdministratorController.delete,2,0.500000,0.500000,0.666667,0.333333,0.333333,0.000000,0.333333,1.000000,1.000000,0.411765,0.227273,0
Acme-Pet-maven,TypeAdministratorController.save,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.571429,2.000000,1.500000,0.000000,0.619048,0
Acme-Pet-maven,TypeAdministratorController.save,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.238095,0
Acme-Pet-maven,TypeAdministratorController.save,2,0.500000,0.500000,0.500000,0.500000,0.400000,0.000000,0.285714,1.000000,0.750000,1.000000,0.119048,1
Acme-Pet-maven,AttributeAdministratorController.save,2,0.250000,0.750000,0.857143,0.142857,0.500000,0.000000,0.538462,1.411765,1.188679,1.000000,0.400000,1
Acme-Pet-maven,AttributeAdministratorController.save,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.384615,1.588235,1.132076,0.000000,0.476923,0
Acme-Pet-maven,AttributeAdministratorController.save,0,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.076923,0.000000,0.679245,0.000000,0.107692,0
Acme-Pet-maven,PetAnimaniacController.edit,1,0.000000,1.000000,1.000000,0.000000,0.263158,0.200000,0.208333,1.250000,0.807692,0.000000,0.279720,0
Acme-Pet-maven,PetAnimaniacController.edit,0,0.142857,0.857143,0.800000,0.200000,0.368421,0.000000,0.416667,1.000000,1.153846,0.840909,0.419580,1
Acme-Pet-maven,PetAnimaniacController.edit,2,0.142857,0.857143,0.888889,0.111111,0.368421,0.142857,0.375000,0.750000,1.038461,0.159091,0.279720,0
Acme-Pet-maven,PetAnimaniacController.create,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.166667,0.857143,0.692308,0.000000,0.339623,0
Acme-Pet-maven,PetAnimaniacController.create,0,0.666667,0.333333,0.200000,0.800000,0.375000,0.333333,0.416667,1.285714,1.153846,0.826446,0.264151,1
Acme-Pet-maven,PetAnimaniacController.create,2,0.666667,0.333333,0.600000,0.400000,0.375000,0.666667,0.416667,0.857143,1.153846,0.173554,0.283019,0
Acme-Pet-maven,AnimaniacController.saveNew,1,0.800000,0.200000,0.384615,0.615385,0.454545,0.800000,0.590909,1.800000,1.500000,0.693578,0.605263,0
Acme-Pet-maven,AnimaniacController.saveNew,0,1.000000,0.000000,0.125000,0.875000,0.454545,0.600000,0.363636,1.200000,0.923077,0.306422,0.184211,0
Acme-Pet-maven,AnimaniacController.saveNew,4,0.000000,1.000000,1.000000,0.000000,0.090909,1.000000,0.045455,0.000000,0.576923,0.000000,0.013158,1
Acme-Pet-maven,AnimaniacAnimaniacController.save,1,0.666667,0.333333,0.470588,0.529412,0.461538,0.666667,0.629630,1.750000,1.593750,0.726384,0.626087,0
Acme-Pet-maven,AnimaniacAnimaniacController.save,0,0.833333,0.166667,0.222222,0.777778,0.461538,0.500000,0.333333,1.250000,0.843750,0.273616,0.226087,1
Acme-Pet-maven,AnimaniacAnimaniacController.save,4,0.000000,1.000000,1.000000,0.000000,0.076923,1.000000,0.037037,0.000000,0.562500,0.000000,0.008696,0
Acme-Pet-maven,AnimaniacAdministratorController.ban,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.233333,1.500000,0.905172,0.000000,0.428571,0
Acme-Pet-maven,AnimaniacAdministratorController.ban,5,0.000000,1.000000,1.000000,0.000000,0.111111,1.000000,0.033333,0.000000,0.387931,0.000000,0.010204,1
Acme-Pet-maven,AnimaniacAdministratorController.ban,1,0.600000,0.400000,0.636364,0.363636,0.555556,0.000000,0.733333,1.500000,1.706897,1.000000,0.520408,0
Acme-Pet-maven,CommentAnimaniacController.delete,0,0.090909,0.909091,0.956522,0.043478,0.500000,0.000000,0.621622,1.500000,1.428571,1.000000,0.616393,0
Acme-Pet-maven,CommentAnimaniacController.delete,1,0.000000,1.000000,1.000000,0.000000,0.454545,0.100000,0.351351,1.500000,0.888199,0.000000,0.363934,1
Acme-Pet-maven,CommentAnimaniacController.delete,2,0.000000,1.000000,1.000000,0.000000,0.045455,0.000000,0.027027,0.000000,0.683230,0.000000,0.016393,0
Acme-Pet-maven,CommentAnimaniacController.save,2,0.000000,1.000000,1.000000,0.000000,0.041667,0.000000,0.022727,0.000000,0.637681,0.000000,0.015015,1
Acme-Pet-maven,CommentAnimaniacController.save,0,0.166667,0.833333,0.851852,0.148148,0.500000,0.083333,0.613636,1.500000,1.434783,0.488722,0.597598,0
Acme-Pet-maven,CommentAnimaniacController.save,1,0.090909,0.909091,0.937500,0.062500,0.458333,0.181818,0.363636,1.500000,0.927536,0.511278,0.372372,0
Acme-Pet-maven,SearchEngineAnimaniacController.search,1,0.100000,0.900000,0.952381,0.047619,0.322581,0.600000,0.344262,0.453401,1.265060,0.254682,0.450382,0
Acme-Pet-maven,SearchEngineAnimaniacController.search,0,0.500000,0.500000,0.629630,0.370370,0.322581,0.100000,0.442623,0.277078,1.626506,0.565543,0.450382,0
Acme-Pet-maven,SearchEngineAnimaniacController.search,2,0.666667,0.333333,0.333333,0.666667,0.096774,0.666667,0.049180,0.793451,0.602410,0.104869,0.010178,1
Acme-Pet-maven,SearchEngineAnimaniacController.search,3,0.500000,0.500000,0.666667,0.333333,0.129032,0.000000,0.098361,1.813602,0.903614,0.074906,0.040712,0
Acme-Pet-maven,SearchEngineAnimaniacController.search,4,0.000000,1.000000,1.000000,0.000000,0.129032,0.250000,0.065574,1.662469,0.602410,0.000000,0.010178,0
Acme-Pet-maven,PetAnimaniacController.write,0,0.515152,0.484848,0.516667,0.483333,0.464789,0.272727,0.600000,0.502793,1.393805,0.725979,0.547348,0
Acme-Pet-maven,PetAnimaniacController.write,2,0.529412,0.470588,0.470588,0.529412,0.239437,0.588235,0.170000,1.424581,0.766593,0.112693,0.075758,1
Acme-Pet-maven,PetAnimaniacController.write,1,0.095238,0.904762,0.913043,0.086957,0.295775,0.428571,0.230000,1.072626,0.839602,0.161329,0.301136,0
Acme-Recycling-maven,RequestManagerController.create,3,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.285714,1.000000,1.000000,0.200000,0.086957,0
Acme-Recycling-maven,RequestManagerController.create,6,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.285714,1.000000,1.000000,0.000000,0.521739,1
Acme-Recycling-maven,RequestManagerController.create,0,0.333333,0.666667,0.666667,0.333333,0.428571,0.333333,0.428571,1.000000,1.000000,0.800000,0.347826,0
Acme-Recycling-maven,EditorAdminController.createEditor,0,1.000000,0.000000,0.000000,1.000000,0.500000,0.500000,0.500000,3.000000,1.000000,0.883669,0.000000,0
Acme-Recycling-maven,EditorAdminController.createEditor,4,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.333333,0.000000,1.333333,0.071588,0.000000,1
Acme-Recycling-maven,EditorAdminController.createEditor,6,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.166667,0.000000,0.666667,0.044743,0.000000,0
Acme-Recycling-maven,RecyclerController.createRecycler,0,1.000000,0.000000,0.000000,1.000000,0.333333,0.500000,0.333333,2.250000,1.080000,0.676370,0.000000,0
Acme-Recycling-maven,RecyclerController.createRecycler,6,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.555556,0.750000,1.200000,0.294521,0.000000,0
Acme-Recycling-maven,RecyclerController.createRecycler,4,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.720000,0.029110,0.000000,1
Acme-Recycling-maven,LabelMaterialManagerController.save,0,0.333333,0.666667,0.833333,0.166667,0.428571,0.000000,0.500000,1.500000,1.285714,0.957447,0.825503,0
Acme-Recycling-maven,LabelMaterialManagerController.save,7,0.333333,0.666667,0.800000,0.200000,0.428571,0.000000,0.416667,1.500000,1.071429,0.042553,0.093960,1
Acme-Recycling-maven,LabelMaterialManagerController.save,2,0.000000,1.000000,1.000000,0.000000,0.142857,1.000000,0.083333,0.000000,0.642857,0.000000,0.067114,0
Acme-Recycling-maven,LessonBuyerController.delete,0,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.384615,1.200000,0.967742,0.000000,0.750000,1
Acme-Recycling-maven,LessonBuyerController.delete,2,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.230769,0.600000,0.580645,0.000000,0.063830,0
Acme-Recycling-maven,LessonBuyerController.delete,6,0.500000,0.500000,0.600000,0.400000,0.250000,0.000000,0.384615,1.200000,1.451613,1.000000,0.175532,0
Acme-Recycling-maven,CourseBuyerController.create,2,0.500000,0.500000,0.500000,0.500000,0.400000,1.000000,0.222222,1.500000,0.545455,0.163934,0.142857,0
Acme-Recycling-maven,CourseBuyerController.create,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.222222,0.000000,1.090909,0.000000,0.771429,1
Acme-Recycling-maven,CourseBuyerController.create,6,1.000000,0.000000,0.000000,1.000000,0.400000,0.500000,0.555556,1.500000,1.363636,0.836066,0.000000,0
Acme-Recycling-maven,BuyerController.createBuyer,0,1.000000,0.000000,0.000000,1.000000,0.400000,0.500000,0.428571,2.000000,1.000000,0.836864,0.000000,0
Acme-Recycling-maven,BuyerController.createBuyer,2,1.000000,0.000000,0.000000,1.000000,0.200000,1.000000,0.285714,0.000000,1.333333,0.052966,0.000000,0
Acme-Recycling-maven,BuyerController.createBuyer,6,1.000000,0.000000,0.000000,1.000000,0.400000,1.000000,0.285714,1.000000,0.666667,0.110169,0.000000,1
Acme-Recycling-maven,CommentRecyclerController.delete,4,0.142857,0.857143,0.900000,0.100000,0.500000,0.000000,0.588235,0.724138,1.250000,1.000000,0.340081,0
Acme-Recycling-maven,CommentRecyclerController.delete,0,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.235294,1.655172,0.875000,0.000000,0.534413,0
Acme-Recycling-maven,CommentRecyclerController.delete,6,0.000000,1.000000,1.000000,0.000000,0.214286,0.000000,0.176471,0.620690,0.875000,0.000000,0.121457,1
Acme-Recycling-maven,LessonBuyerController.create,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.307692,0.642857,0.979592,0.000000,0.652174,0
Acme-Recycling-maven,LessonBuyerController.create,2,0.000000,1.000000,1.000000,0.000000,0.222222,0.000000,0.153846,1.285714,0.734694,0.000000,0.043478,1
Acme-Recycling-maven,LessonBuyerController.create,6,0.250000,0.750000,0.714286,0.285714,0.444444,0.000000,0.538462,1.071429,1.285714,1.000000,0.293478,0
Acme-Recycling-maven,ItemRecyclerController.create,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.250000,1.500000,0.666667,0.000000,0.757143,0
Acme-Recycling-maven,ItemRecyclerController.create,6,0.500000,0.500000,0.200000,0.800000,0.400000,0.000000,0.625000,1.500000,1.666667,1.000000,0.128571,0
Acme-Recycling-maven,ItemRecyclerController.create,7,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.125000,0.000000,0.666667,0.000000,0.057143,1
Acme-Recycling-maven,LabelMaterialManagerController.delete,7,0.333333,0.666667,0.750000,0.250000,0.600000,0.000000,0.500000,3.000000,0.750000,1.000000,0.128205,0
Acme-Recycling-maven,LabelMaterialManagerController.delete,2,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.125000,0.000000,0.562500,0.000000,0.128205,1
Acme-Recycling-maven,LabelMaterialManagerController.delete,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.375000,0.000000,1.687500,0.000000,0.730769,0
Acme-Recycling-maven,LabelProductManagerController.delete,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.375000,0.000000,1.687500,0.000000,0.708861,1
Acme-Recycling-maven,LabelProductManagerController.delete,7,0.333333,0.666667,0.750000,0.250000,0.600000,0.000000,0.500000,3.000000,0.750000,1.000000,0.126582,0
Acme-Recycling-maven,LabelProductManagerController.delete,6,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.125000,0.000000,0.562500,0.000000,0.151899,0
Acme-Recycling-maven,CourseAdminController.delete,2,0.000000,1.000000,1.000000,0.000000,0.187500,0.333333,0.125000,1.407821,0.750000,0.000000,0.036254,1
Acme-Recycling-maven,CourseAdminController.delete,6,0.250000,0.750000,0.812500,0.187500,0.500000,0.000000,0.666667,0.536313,1.500000,1.000000,0.456193,0
Acme-Recycling-maven,CourseAdminController.delete,0,0.000000,1.000000,1.000000,0.000000,0.312500,0.200000,0.208333,1.055866,0.750000,0.000000,0.498489,0
Acme-Recycling-maven,CourseBuyerController.delete,0,0.000000,1.000000,1.000000,0.000000,0.318182,0.142857,0.322581,1.026667,1.000000,0.000000,0.645455,0
Acme-Recycling-maven,CourseBuyerController.delete,2,0.000000,1.000000,1.000000,0.000000,0.363636,0.125000,0.258065,1.040000,0.700000,0.000000,0.086364,1
Acme-Recycling-maven,CourseBuyerController.delete,6,0.285714,0.714286,0.769231,0.230769,0.318182,0.000000,0.419355,0.933333,1.300000,1.000000,0.261364,0
Acme-Recycling-maven,ProfileEditorController.saveEditor,0,0.750000,0.250000,0.545455,0.454545,0.533333,0.625000,0.666667,0.428571,1.434783,0.918010,0.871212,0
Acme-Recycling-maven,ProfileEditorController.saveEditor,4,0.750000,0.250000,0.375000,0.625000,0.266667,0.750000,0.242424,1.285714,1.043478,0.052558,0.032828,1
Acme-Recycling-maven,ProfileEditorController.saveEditor,6,0.666667,0.333333,0.333333,0.666667,0.200000,0.666667,0.090909,1.285714,0.521739,0.029432,0.053030,0
Acme-Recycling-maven,EditorAdminController.saveEditor,0,0.750000,0.250000,0.545455,0.454545,0.533333,0.625000,0.666667,0.428571,1.434783,0.918296,0.875622,1
Acme-Recycling-maven,EditorAdminController.saveEditor,4,0.750000,0.250000,0.375000,0.625000,0.266667,0.750000,0.242424,1.285714,1.043478,0.052374,0.032338,0
Acme-Recycling-maven,EditorAdminController.saveEditor,6,0.666667,0.333333,0.333333,0.666667,0.200000,0.666667,0.090909,1.285714,0.521739,0.029330,0.049751,0
Acme-Recycling-maven,LabelProductManagerController.save,7,0.400000,0.600000,0.714286,0.285714,0.500000,0.400000,0.466667,0.600000,0.954545,0.060870,0.116883,1
Acme-Recycling-maven,LabelProductManagerController.save,6,0.500000,0.500000,0.500000,0.500000,0.200000,0.500000,0.133333,0.600000,0.681818,0.156522,0.077922,0
Acme-Recycling-maven,LabelProductManagerController.save,0,0.333333,0.666667,0.833333,0.166667,0.300000,0.000000,0.400000,1.800000,1.363636,0.782609,0.779221,0
Acme-Recycling-maven,NewscastAdminController.delete,4,0.200000,0.800000,0.894737,0.105263,0.500000,0.000000,0.633333,0.845070,1.409894,1.000000,0.322196,0
Acme-Recycling-maven,NewscastAdminController.delete,0,0.000000,1.000000,1.000000,0.000000,0.350000,0.142857,0.266667,1.394366,0.848057,0.000000,0.601432,1
Acme-Recycling-maven,NewscastAdminController.delete,6,0.000000,1.000000,1.000000,0.000000,0.150000,0.000000,0.100000,0.760563,0.742049,0.000000,0.071599,0
Acme-Recycling-maven,CommentRecyclerController.addNewspaper,0,0.125000,0.875000,0.888889,0.111111,0.444444,0.500000,0.391304,0.707424,0.913043,0.669145,0.724852,0
Acme-Recycling-maven,CommentRecyclerController.addNewspaper,4,0.714286,0.285714,0.545455,0.454545,0.388889,0.142857,0.478261,0.917031,1.275362,0.330855,0.168639,0
Acme-Recycling-maven,CommentRecyclerController.addNewspaper,6,0.000000,1.000000,1.000000,0.000000,0.166667,0.000000,0.130435,1.375546,0.811594,0.000000,0.088757,1
Acme-Recycling-maven,MaterialAdminController.save,2,0.666667,0.333333,0.571429,0.428571,0.333333,0.000000,0.437500,1.200000,1.377049,0.207048,0.158798,0
Acme-Recycling-maven,MaterialAdminController.save,7,0.000000,1.000000,1.000000,0.000000,0.222222,1.000000,0.125000,1.200000,0.590164,0.000000,0.034335,0
Acme-Recycling-maven,MaterialAdminController.save,0,0.250000,0.750000,0.857143,0.142857,0.444444,0.250000,0.437500,0.600000,1.032787,0.792952,0.789700,1
Acme-Recycling-maven,NewscastEditorController.delete,0,0.000000,1.000000,1.000000,0.000000,0.368421,0.142857,0.259259,1.389474,0.771429,0.000000,0.598315,0
Acme-Recycling-maven,NewscastEditorController.delete,4,0.222222,0.777778,0.882353,0.117647,0.473684,0.000000,0.629630,0.852632,1.457143,1.000000,0.320225,1
Acme-Recycling-maven,NewscastEditorController.delete,6,0.000000,1.000000,1.000000,0.000000,0.157895,0.000000,0.111111,0.757895,0.771429,0.000000,0.075843,0
Acme-Recycling-maven,CommentRecyclerController.save,0,0.125000,0.875000,0.888889,0.111111,0.444444,0.500000,0.409091,0.707424,0.949749,0.725806,0.732558,0
