Codebase,Feature,Orchestrator,Entities,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction,Initial Invocations Count,Initial Invocations Count W/ Empties,Final Invocations Count,Total Invocation Merges,Initial Accesses count,Final Accesses count,Total Trace Sweeps w/ Merges,Clusters with multiple invocations,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP
Acme-Events-maven,MessageController.saveBroadcast,0,"Actor, Manager, Message, Box, Client, UserAccount, DomainEntity, ",252,210,42,212,136,76,10,10,6,4,33,18,1,1,0.600000,0.400000,0.678571,0.321429,0.500000,0.200000,0.848485,0.600000,2.210526,0.964286,0.900943
Acme-Events-maven,MessageController.save,1,"Administrator, ",284,95,189,229,107,122,13,22,5,14,38,13,4,1,0.500000,0.500000,0.500000,0.500000,0.153846,1.000000,0.052632,0.692308,0.456522,0.031690,0.034934
Acme-Events-maven,MessageController.save,3,"Configuration, ",284,210,74,229,111,118,13,18,5,12,38,15,4,1,0.000000,1.000000,1.000000,0.000000,0.307692,0.500000,0.105263,1.615385,0.456522,0.000000,0.017467
Acme-Events-maven,MessageController.save,0,"Actor, Manager, Message, Box, Client, UserAccount, DomainEntity, ",284,210,74,229,138,91,13,13,6,7,38,18,1,1,0.571429,0.428571,0.656250,0.343750,0.538462,0.142857,0.842105,0.692308,2.086957,0.968310,0.895196
Acme-Events-maven,DownloadPDFController.deletePersonalData,7,"SocialProfile, ",444,172,272,217,56,161,15,18,3,13,38,7,1,1,0.333333,0.666667,0.666667,0.333333,0.400000,0.333333,0.157895,1.500000,0.510638,0.036036,0.073733
Acme-Events-maven,DownloadPDFController.deletePersonalData,5,"CreditCard, ",444,174,270,217,60,157,15,28,4,12,38,8,1,2,1.000000,0.000000,0.000000,1.000000,0.066667,1.000000,0.026316,0.000000,0.510638,0.006757,0.000000
Acme-Events-maven,DownloadPDFController.deletePersonalData,0,"Actor, Manager, Client, UserAccount, DomainEntity, ",444,302,142,217,67,150,15,15,5,10,38,12,1,1,0.500000,0.500000,0.677419,0.322581,0.533333,0.375000,0.815789,1.500000,1.978723,0.957207,0.866359
Acme-Events-maven,ClubManagerController.save,4,"Club, ",268,41,227,74,24,50,16,18,5,11,21,7,1,1,0.857143,0.142857,0.142857,0.857143,0.437500,0.571429,0.333333,0.294118,0.833333,0.738806,0.108108
Acme-Events-maven,ClubManagerController.save,6,"Follow, ",268,42,226,74,24,50,16,30,5,12,21,7,1,1,1.000000,0.000000,0.000000,1.000000,0.062500,1.000000,0.047619,0.000000,0.833333,0.029851,0.000000
Acme-Events-maven,ClubManagerController.save,3,"Configuration, ",268,40,228,74,25,49,16,29,5,14,21,7,4,0,0.000000,1.000000,1.000000,0.000000,0.125000,0.500000,0.095238,4.117647,0.833333,0.000000,0.027027
Acme-Events-maven,ClubManagerController.save,2,"ApplicationClub, ",268,42,226,74,25,49,16,30,5,13,21,7,2,1,1.000000,0.000000,0.000000,1.000000,0.062500,1.000000,0.047619,0.000000,0.833333,0.000000,0.000000
Acme-Events-maven,ClubManagerController.save,0,"Manager, UserAccount, DomainEntity, ",268,72,196,74,25,49,16,22,5,14,21,7,3,0,0.400000,0.600000,0.800000,0.200000,0.312500,0.600000,0.476190,0.588235,1.666667,0.231343,0.729730
Acme-Events-maven,RegisterController.save,1,"Administrator, Publiciter, ",896,464,432,200,128,72,22,36,6,19,48,15,3,1,0.500000,0.500000,0.500000,0.500000,0.181818,1.000000,0.083333,0.692308,0.559322,0.013393,0.055000
Acme-Events-maven,RegisterController.save,3,"Configuration, ",896,660,236,200,145,55,22,31,6,21,48,18,5,1,0.000000,1.000000,1.000000,0.000000,0.318182,0.142857,0.145833,1.615385,0.559322,0.000000,0.035000
Acme-Events-maven,RegisterController.save,0,"Actor, Manager, Box, Client, UserAccount, DomainEntity, ",896,660,236,200,151,49,22,22,7,15,48,23,1,1,0.454545,0.545455,0.513514,0.486486,0.500000,0.181818,0.770833,0.692308,1.881356,0.986607,0.810000
Acme-Events-maven,ActorController.save,1,"Administrator, Publiciter, ",880,463,417,272,158,114,18,28,6,15,53,18,3,1,0.500000,0.500000,0.500000,0.500000,0.222222,1.000000,0.075472,0.600000,0.435484,0.013636,0.040441
Acme-Events-maven,ActorController.save,3,"Configuration, ",880,663,217,272,172,100,18,27,6,17,53,20,5,1,0.000000,1.000000,1.000000,0.000000,0.277778,0.200000,0.094340,1.800000,0.435484,0.000000,0.018382
Acme-Events-maven,ActorController.save,0,"Actor, Manager, Box, Client, UserAccount, DomainEntity, ",880,665,215,272,183,89,18,18,7,11,53,26,1,1,0.555556,0.444444,0.590909,0.409091,0.500000,0.222222,0.830189,0.600000,2.129032,0.986364,0.867647
Acme-Events-maven,EventManagerController.save,4,"Opinion, ParticipationEvent, Club, Event, ",130,69,61,320,45,275,37,46,4,41,53,10,2,1,0.214286,0.785714,0.684211,0.315789,0.378378,0.071429,0.358491,0.679583,0.982759,0.892308,0.340625
Acme-Events-maven,EventManagerController.save,0,"Manager, UserAccount, DomainEntity, ",130,70,60,320,46,274,37,46,3,35,53,9,2,0,0.000000,1.000000,1.000000,0.000000,0.378378,0.142857,0.471698,0.751118,1.293103,0.000000,0.562500
Acme-Events-maven,EventManagerController.save,3,"Category, Configuration, ",130,83,47,320,47,273,37,57,4,51,53,11,2,1,0.111111,0.888889,0.888889,0.111111,0.243243,0.111111,0.169811,1.569300,0.724138,0.107692,0.075000
Acme-Events-maven,ClubClientController.follow,6,"Follow, ",83,8,75,297,34,263,36,50,4,37,45,6,2,1,0.272727,0.727273,0.727273,0.272727,0.305556,0.090909,0.244444,0.978668,0.800000,0.289157,0.080808
Acme-Events-maven,ClubClientController.follow,0,"Client, UserAccount, DomainEntity, ",83,32,51,297,42,255,36,48,5,32,45,9,2,1,0.083333,0.916667,0.952381,0.047619,0.333333,0.250000,0.466667,1.077003,1.400000,0.301205,0.538721
Acme-Events-maven,ClubClientController.follow,4,"Club, ",83,8,75,297,45,252,36,47,5,33,45,7,1,2,0.076923,0.923077,0.923077,0.076923,0.361111,0.076923,0.288889,0.944329,0.800000,0.409639,0.363636
Acme-Events-maven,ClubClientController.unfollow,6,"Follow, ",42,8,34,268,36,232,35,48,4,35,39,6,2,1,0.090909,0.909091,0.909091,0.090909,0.314286,0.090909,0.282051,0.859579,0.870968,0.190476,0.111940
Acme-Events-maven,ClubClientController.unfollow,4,"Club, ",42,34,8,268,36,232,35,41,4,34,39,6,1,1,0.066667,0.933333,0.933333,0.066667,0.428571,0.000000,0.384615,0.648095,0.870968,0.809524,0.470149
Acme-Events-maven,ClubClientController.unfollow,0,"Client, UserAccount, DomainEntity, ",42,34,8,268,36,232,35,52,4,33,39,6,2,1,0.000000,1.000000,1.000000,0.000000,0.257143,0.111111,0.333333,1.492325,1.258065,0.000000,0.410448
Acme-Events-maven,RegisterAdministratorController.save,1,"Administrator, Publiciter, ",883,465,418,203,128,75,22,36,6,19,48,15,3,1,0.500000,0.500000,0.500000,0.500000,0.181818,1.000000,0.083333,0.692308,0.559322,0.013590,0.054187
Acme-Events-maven,RegisterAdministratorController.save,3,"Configuration, ",883,663,220,203,146,57,22,31,6,21,48,18,5,1,0.000000,1.000000,1.000000,0.000000,0.318182,0.142857,0.145833,1.615385,0.559322,0.000000,0.034483
Acme-Events-maven,RegisterAdministratorController.save,0,"Actor, Manager, Box, Client, UserAccount, DomainEntity, ",883,660,223,203,151,52,22,22,7,15,48,23,1,1,0.454545,0.545455,0.513514,0.486486,0.500000,0.181818,0.770833,0.692308,1.881356,0.986410,0.812808
Acme-Events-maven,ClubAdministratorController.accept,0,"Actor, Manager, Message, Box, Client, UserAccount, DomainEntity, ",418,265,153,324,162,162,21,22,8,14,55,22,1,1,0.700000,0.300000,0.627907,0.372093,0.476190,0.200000,0.781818,0.444444,2.303571,0.899522,0.728395
Acme-Events-maven,ClubAdministratorController.accept,3,"Configuration, ",418,276,142,324,163,161,21,38,9,20,55,25,8,3,0.000000,1.000000,1.000000,0.000000,0.095238,1.000000,0.036364,0.444444,0.535714,0.000000,0.006173
Acme-Events-maven,ClubAdministratorController.accept,1,"Administrator, ",418,211,207,324,165,159,21,36,8,22,55,20,5,2,0.333333,0.666667,0.666667,0.333333,0.142857,0.666667,0.054545,1.777778,0.535714,0.019139,0.043210
Acme-Events-maven,ClubAdministratorController.accept,4,"Club, ",418,262,156,324,173,151,21,31,9,18,55,23,5,2,0.166667,0.833333,0.857143,0.142857,0.285714,0.500000,0.127273,1.333333,0.625000,0.081340,0.166667
Acme-Events-maven,OpinionClientController.save,3,"Configuration, ",119,5,114,368,44,324,40,77,3,43,69,8,5,0,0.000000,1.000000,1.000000,0.000000,0.050000,0.000000,0.028986,2.781818,0.661765,0.000000,0.005435
Acme-Events-maven,OpinionClientController.save,0,"Client, UserAccount, DomainEntity, ",119,61,58,368,54,314,40,40,4,36,69,11,1,1,0.050000,0.950000,0.970588,0.029412,0.500000,0.250000,0.492754,0.103030,1.125000,0.201681,0.600543
Acme-Events-maven,OpinionClientController.save,4,"Opinion, ParticipationEvent, Club, Event, ",119,62,57,368,56,312,40,44,4,38,69,11,1,1,0.277778,0.722222,0.818182,0.181818,0.450000,0.055556,0.478261,0.115152,1.213235,0.798319,0.375000
Acme-Events-maven,EventClientController.participate,6,"Follow, ",63,8,55,460,60,400,54,84,5,54,75,11,3,1,0.000000,1.000000,1.000000,0.000000,0.222222,0.000000,0.160000,0.693484,0.784184,0.000000,0.078261
Acme-Events-maven,EventClientController.participate,5,"CreditCard, ",63,8,55,460,63,397,54,100,5,53,75,11,2,1,0.000000,1.000000,1.000000,0.000000,0.074074,0.000000,0.053333,2.470124,0.784184,0.000000,0.017391
Acme-Events-maven,EventClientController.participate,4,"ParticipationEvent, Club, Event, ",63,31,32,460,64,396,54,67,5,58,75,11,2,1,0.142857,0.857143,0.909091,0.090909,0.388889,0.047619,0.440000,0.359621,1.232290,0.619048,0.523913
Acme-Events-maven,EventClientController.participate,0,"Client, UserAccount, DomainEntity, ",63,56,7,460,75,385,54,74,6,51,75,14,2,1,0.058824,0.941176,0.961538,0.038462,0.314815,0.176471,0.346667,0.476770,1.199341,0.380952,0.371739
Acme-Events-maven,EventManagerController.cancel,3,"Configuration, ",416,212,204,445,187,258,27,50,8,25,70,25,6,3,0.000000,1.000000,1.000000,0.000000,0.074074,1.000000,0.028571,0.818182,0.537190,0.000000,0.004494
Acme-Events-maven,EventManagerController.cancel,1,"Administrator, ",416,208,208,445,203,242,27,50,8,30,70,25,8,2,0.500000,0.500000,0.500000,0.500000,0.074074,0.500000,0.028571,0.818182,0.537190,0.021635,0.017978
Acme-Events-maven,EventManagerController.cancel,0,"Actor, Manager, Message, Box, Client, UserAccount, DomainEntity, ",416,282,134,445,215,230,27,28,8,20,70,28,1,1,0.538462,0.461538,0.680000,0.320000,0.481481,0.153846,0.714286,0.818182,2.066116,0.923077,0.694382
Acme-Events-maven,EventManagerController.cancel,4,"ParticipationEvent, Club, Event, ",416,279,137,445,231,214,27,35,9,23,70,30,6,2,0.100000,0.900000,0.937500,0.062500,0.370370,0.400000,0.228571,1.545455,0.859504,0.055288,0.242697
Acme-Events-maven,EventManagerController.save2,1,"Administrator, ",510,153,357,563,127,436,45,86,8,60,91,19,9,2,0.500000,0.500000,0.500000,0.500000,0.044444,0.500000,0.021978,0.569135,0.662021,0.017647,0.014210
Acme-Events-maven,EventManagerController.save2,3,"Category, Configuration, ",510,274,236,563,175,388,45,73,10,48,91,27,4,3,0.111111,0.888889,0.888889,0.111111,0.200000,0.444444,0.098901,2.489967,0.662021,0.027451,0.035524
Acme-Events-maven,EventManagerController.save2,0,"Actor, Manager, Message, Box, Client, UserAccount, DomainEntity, ",510,225,285,563,179,384,45,52,9,37,91,26,2,2,0.368421,0.631579,0.724138,0.275862,0.422222,0.105263,0.637363,0.758847,2.020906,0.752941,0.658970
Acme-Events-maven,EventManagerController.save2,4,"Club, Event, ",510,281,229,563,180,383,45,62,10,42,91,27,5,3,0.214286,0.785714,0.809524,0.190476,0.311111,0.285714,0.230769,1.182050,0.993031,0.201961,0.246892
Acme-Events-maven,EventManagerController.save2,6,"Follow, ",510,356,154,563,206,357,45,88,9,41,91,28,5,3,0.000000,1.000000,1.000000,0.000000,0.022222,1.000000,0.010989,0.000000,0.662021,0.000000,0.005329
Acme-Explorer-maven,SponsorSponsorController.save,1,"UserAccount, DomainEntity, ",214,212,2,114,39,75,6,6,3,3,9,6,1,0,0.333333,0.666667,0.750000,0.250000,0.500000,0.333333,0.444444,1.500000,0.923077,0.593458,0.614035
Acme-Explorer-maven,SponsorSponsorController.save,0,"Actor, Message, Folder, ",214,212,2,114,40,74,6,8,3,4,9,6,1,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.000000,0.444444,1.500000,1.384615,0.387850,0.342105
Acme-Explorer-maven,SponsorSponsorController.save,5,"Sponsor, ",214,212,2,114,40,74,6,11,3,4,9,6,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.692308,0.018692,0.000000
Acme-Explorer-maven,CategoryAdminController.delete,1,"Trip, UserAccount, DomainEntity, ",73,73,0,65,61,4,7,8,5,3,8,7,1,2,0.333333,0.666667,0.750000,0.250000,0.428571,0.000000,0.500000,1.000000,1.200000,0.849315,0.861538
Acme-Explorer-maven,CategoryAdminController.delete,2,"Category, ",73,73,0,65,61,4,7,9,5,3,8,7,2,2,0.333333,0.666667,0.666667,0.333333,0.428571,0.333333,0.375000,2.000000,0.900000,0.150685,0.092308
Acme-Explorer-maven,CategoryAdminController.delete,0,"Admin, ",73,73,0,65,62,3,7,12,5,4,8,7,2,2,0.000000,1.000000,1.000000,0.000000,0.142857,0.000000,0.125000,0.000000,0.900000,0.000000,0.015385
Acme-Explorer-maven,ActorAdminController.activateRanger,1,"UserAccount, Manager, ",158,158,0,128,109,19,5,7,3,2,7,4,1,1,0.500000,0.500000,0.666667,0.333333,0.400000,0.000000,0.428571,1.000000,1.125000,0.797468,0.359375
Acme-Explorer-maven,ActorAdminController.activateRanger,4,"Ranger, ",158,158,0,128,109,19,5,6,3,3,7,4,2,0,0.500000,0.500000,0.666667,0.333333,0.400000,0.500000,0.428571,2.000000,1.125000,0.202532,0.328125
Acme-Explorer-maven,ActorAdminController.activateRanger,0,"Actor, ",158,159,-1,128,109,19,5,8,3,3,7,4,1,0,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.142857,0.000000,0.750000,0.000000,0.296875
Acme-Explorer-maven,ActorAdminController.desactivateRanger,4,"Ranger, ",127,126,1,127,105,22,5,6,3,3,6,4,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,0.333333,2.000000,0.857143,0.000000,0.330709
Acme-Explorer-maven,ActorAdminController.desactivateRanger,0,"Actor, ",127,126,1,127,107,20,5,8,3,3,6,4,1,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.166667,0.000000,0.857143,0.000000,0.299213
Acme-Explorer-maven,ActorAdminController.desactivateRanger,1,"UserAccount, Manager, ",127,127,0,127,108,19,5,7,3,2,6,4,1,1,0.500000,0.500000,0.666667,0.333333,0.400000,0.000000,0.500000,1.000000,1.285714,1.000000,0.362205
Acme-Explorer-maven,RangerAdminController.create,0,"Actor, Message, SocialIdentity, Folder, ",488,307,181,9,7,2,6,8,3,5,9,7,2,0,1.000000,0.000000,0.000000,1.000000,0.333333,1.000000,0.555556,1.500000,1.666667,0.293033,0.000000
Acme-Explorer-maven,RangerAdminController.create,1,"Trip, UserAccount, ",488,307,181,9,7,2,6,7,3,4,9,7,1,0,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.333333,1.500000,0.666667,0.641393,0.000000
Acme-Explorer-maven,RangerAdminController.create,4,"Ranger, ",488,307,181,9,7,2,6,10,3,3,9,7,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,0.000000,0.111111,0.000000,0.666667,0.065574,0.000000
Acme-Explorer-maven,TagAdminController.create,1,"UserAccount, DomainEntity, ",21,21,0,109,75,34,6,6,3,3,7,6,1,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.000000,0.428571,1.500000,0.750000,0.000000,0.623853
Acme-Explorer-maven,TagAdminController.create,0,"Actor, Admin, ",21,21,0,109,77,32,6,8,3,4,7,6,1,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.285714,1.500000,0.750000,0.000000,0.357798
Acme-Explorer-maven,TagAdminController.create,2,"HasValue, Tag, ",21,21,0,109,77,32,6,11,3,3,7,6,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,0.000000,0.285714,0.000000,1.500000,1.000000,0.000000
Acme-Explorer-maven,LegalTextAdminController.delete,2,"LegalText, ",10,10,0,40,39,1,6,9,4,2,6,5,1,1,0.500000,0.500000,0.500000,0.500000,0.333333,0.000000,0.333333,2.000000,1.000000,1.000000,0.075000
Acme-Explorer-maven,LegalTextAdminController.delete,0,"Admin, ",10,10,0,40,40,0,6,8,4,4,6,5,2,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.333333,0.500000,1.000000,0.000000,0.050000
Acme-Explorer-maven,LegalTextAdminController.delete,1,"UserAccount, DomainEntity, ",10,10,0,40,40,0,6,8,4,3,6,5,1,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.333333,0.500000,1.000000,0.000000,0.850000
Acme-Explorer-maven,ActorAdminController.desactivateManager,0,"Actor, ",126,0,126,118,106,12,5,8,3,3,6,4,1,0,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.166667,0.000000,0.900000,0.000000,0.330508
Acme-Explorer-maven,ActorAdminController.desactivateManager,1,"UserAccount, Manager, ",126,127,-1,118,116,2,5,5,4,1,6,5,1,1,0.333333,0.666667,0.750000,0.250000,0.600000,0.000000,0.666667,3.000000,1.200000,1.000000,0.491525
Acme-Explorer-maven,ActorAdminController.desactivateManager,4,"Ranger, ",126,126,0,118,120,-2,5,8,4,4,6,5,3,1,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.166667,0.000000,0.900000,0.000000,0.169492
Acme-Explorer-maven,SponsorAdminController.save,1,"UserAccount, DomainEntity, ",211,211,0,113,39,74,6,6,3,3,9,6,1,0,0.333333,0.666667,0.750000,0.250000,0.500000,0.333333,0.444444,1.500000,0.923077,0.597156,0.619469
Acme-Explorer-maven,SponsorAdminController.save,0,"Actor, Message, Folder, ",211,213,-2,113,40,73,6,8,3,4,9,6,1,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.000000,0.444444,1.500000,1.384615,0.383886,0.336283
Acme-Explorer-maven,SponsorAdminController.save,5,"Sponsor, ",211,214,-3,113,40,73,6,11,3,4,9,6,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.692308,0.018957,0.000000
Acme-Explorer-maven,TripManagerController.cancelTrip,1,"Trip, ",62,0,62,81,52,29,7,12,3,6,10,5,1,1,1.000000,0.000000,0.500000,0.500000,0.142857,0.000000,0.200000,0.000000,1.333333,1.000000,0.246914
Acme-Explorer-maven,TripManagerController.cancelTrip,2,"LegalText, Category, Tag, ",62,62,0,81,52,29,7,7,3,4,10,6,1,0,0.000000,1.000000,1.000000,0.000000,0.571429,0.250000,0.600000,0.750000,1.000000,0.000000,0.222222
Acme-Explorer-maven,TripManagerController.cancelTrip,4,"Ranger, ",62,62,0,81,52,29,7,10,3,6,10,6,2,0,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.200000,2.250000,0.666667,0.000000,0.518519
Acme-Explorer-maven,ActorAdminController.activateManager,0,"Actor, ",168,0,168,121,106,15,5,8,3,3,7,4,1,0,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.142857,0.000000,0.818182,0.000000,0.322314
Acme-Explorer-maven,ActorAdminController.activateManager,1,"UserAccount, Manager, ",168,170,-2,121,119,2,5,5,4,1,7,6,1,1,0.666667,0.333333,0.600000,0.400000,0.600000,0.000000,0.714286,3.000000,1.363636,1.000000,0.487603
Acme-Explorer-maven,ActorAdminController.activateManager,4,"Ranger, ",168,168,0,121,121,0,5,8,4,4,7,6,3,1,0.000000,1.000000,1.000000,0.000000,0.200000,1.000000,0.142857,0.000000,0.818182,0.000000,0.173554
Acme-Explorer-maven,EndorserRecordRangerController.save,0,"Configuration, ",55,48,7,234,74,160,16,30,4,14,23,8,2,1,0.000000,1.000000,1.000000,0.000000,0.062500,0.000000,0.043478,0.000000,0.770642,0.000000,0.000000
Acme-Explorer-maven,EndorserRecordRangerController.save,1,"UserAccount, DomainEntity, ",55,52,3,234,104,130,16,18,4,14,23,9,3,1,0.000000,1.000000,1.000000,0.000000,0.437500,0.142857,0.347826,1.714286,0.880734,0.000000,0.299145
Acme-Explorer-maven,EndorserRecordRangerController.save,4,"Ranger, Curriculum, EndorserRecord, ",55,55,0,234,108,126,16,17,4,13,23,9,1,1,0.250000,0.750000,0.785714,0.214286,0.500000,0.000000,0.608696,1.285714,1.348624,1.000000,0.688034
Acme-Explorer-maven,TagAdminController.deletePost,1,"Trip, UserAccount, DomainEntity, ",21,21,0,150,110,40,8,8,3,5,11,7,1,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.000000,0.363636,1.000000,0.666667,0.000000,0.593333
Acme-Explorer-maven,TagAdminController.deletePost,0,"Actor, Admin, ",21,21,0,150,116,34,8,12,4,5,11,10,1,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.181818,1.000000,0.666667,0.000000,0.260000
Acme-Explorer-maven,TagAdminController.deletePost,2,"HasValue, Tag, ",21,21,0,150,118,32,8,13,4,6,11,10,2,1,0.500000,0.500000,0.600000,0.400000,0.250000,0.000000,0.454545,1.000000,1.666667,1.000000,0.133333
Acme-Explorer-maven,TagAdminController.save,0,"Actor, Admin, ",13,13,0,108,74,34,6,8,3,4,6,5,1,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.333333,1.500000,1.000000,0.000000,0.361111
Acme-Explorer-maven,TagAdminController.save,1,"UserAccount, DomainEntity, ",13,13,0,108,74,34,6,6,3,3,6,5,1,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.000000,0.500000,1.500000,1.000000,0.000000,0.629630
Acme-Explorer-maven,TagAdminController.save,2,"Tag, ",13,13,0,108,76,32,6,11,3,3,6,5,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,0.000000,0.166667,0.000000,1.000000,1.000000,0.000000
Acme-Explorer-maven,RangerController.save,4,"Ranger, ",242,240,2,114,40,74,6,11,3,4,9,6,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.692308,0.132231,0.000000
Acme-Explorer-maven,RangerController.save,1,"UserAccount, DomainEntity, ",242,241,1,114,40,74,6,6,3,3,9,6,1,0,0.333333,0.666667,0.750000,0.250000,0.500000,0.333333,0.444444,1.500000,0.923077,0.524793,0.614035
Acme-Explorer-maven,RangerController.save,0,"Actor, Message, Folder, ",242,242,0,114,40,74,6,8,3,4,9,6,1,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.000000,0.444444,1.500000,1.384615,0.342975,0.342105
Acme-Explorer-maven,RangerAdminController.save,4,"Ranger, ",240,240,0,111,39,72,6,11,3,4,9,6,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.692308,0.133333,0.000000
Acme-Explorer-maven,RangerAdminController.save,0,"Actor, Message, Folder, ",240,241,-1,111,40,71,6,8,3,4,9,6,1,0,0.500000,0.500000,0.250000,0.750000,0.333333,0.000000,0.444444,1.500000,1.384615,0.341667,0.342342
Acme-Explorer-maven,RangerAdminController.save,1,"UserAccount, DomainEntity, ",240,241,-1,111,40,71,6,6,3,3,9,6,1,0,0.333333,0.666667,0.750000,0.250000,0.500000,0.333333,0.444444,1.500000,0.923077,0.525000,0.612613
Acme-Explorer-maven,SponsorAdminController.create,1,"UserAccount, ",455,222,233,10,7,3,6,8,3,5,10,7,2,0,1.000000,0.000000,0.000000,1.000000,0.333333,1.000000,0.200000,1.500000,0.600000,0.553846,0.000000
Acme-Explorer-maven,SponsorAdminController.create,0,"Actor, Message, SocialIdentity, Folder, ",455,224,231,10,7,3,6,7,3,4,10,7,1,0,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.600000,1.500000,1.200000,0.424176,0.000000
Acme-Explorer-maven,SponsorAdminController.create,5,"Sponsor, Sponsorship, ",455,225,230,10,7,3,6,10,3,3,10,7,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,0.000000,0.200000,0.000000,1.200000,0.021978,0.000000
Acme-Explorer-maven,RangerRangerController.save,0,"Actor, Message, Configuration, Folder, ",296,294,2,154,78,76,7,8,4,4,12,9,1,0,0.666667,0.333333,0.428571,0.571429,0.428571,0.000000,0.583333,1.500000,1.500000,0.466216,0.506494
Acme-Explorer-maven,RangerRangerController.save,4,"Ranger, ",296,240,56,154,79,75,7,13,3,5,12,7,2,1,1.000000,0.000000,0.000000,1.000000,0.142857,1.000000,0.083333,0.000000,0.642857,0.108108,0.000000
Acme-Explorer-maven,RangerRangerController.save,1,"UserAccount, DomainEntity, ",296,241,55,154,114,40,7,8,4,4,12,9,1,1,0.333333,0.666667,0.750000,0.250000,0.428571,0.666667,0.333333,1.500000,0.857143,0.425676,0.454545
Acme-Explorer-maven,CategoryAdminController.save,1,"UserAccount, DomainEntity, ",22,11,11,155,79,76,9,10,4,6,12,5,1,1,0.000000,1.000000,1.000000,0.000000,0.444444,0.250000,0.416667,0.600000,0.957447,0.000000,0.438710
Acme-Explorer-maven,CategoryAdminController.save,2,"Category, ",22,11,11,155,81,74,9,13,4,5,12,5,1,1,0.666667,0.333333,0.600000,0.400000,0.333333,0.000000,0.416667,1.800000,1.276596,1.000000,0.058065
Acme-Explorer-maven,CategoryAdminController.save,0,"Actor, ",22,22,0,155,85,70,9,14,5,6,12,8,2,1,0.000000,1.000000,1.000000,0.000000,0.222222,0.000000,0.166667,0.600000,0.765957,0.000000,0.490323
Acme-Explorer-maven,TripManagerController.save,1,"Trip, UserAccount, Manager, DomainEntity, ",124,0,124,308,97,211,19,28,3,22,30,8,1,1,0.400000,0.600000,0.800000,0.200000,0.263158,0.000000,0.333333,0.571429,1.285714,1.000000,0.493506
Acme-Explorer-maven,TripManagerController.save,2,"LegalText, Category, Tag, ",124,62,62,308,98,210,19,21,3,16,30,8,1,0,0.000000,1.000000,1.000000,0.000000,0.473684,0.222222,0.500000,0.714286,1.071429,0.000000,0.159091
Acme-Explorer-maven,TripManagerController.save,4,"Ranger, ",124,62,62,308,100,208,19,28,3,19,30,8,2,0,0.000000,1.000000,1.000000,0.000000,0.263158,0.000000,0.166667,1.714286,0.642857,0.000000,0.340909
Acme-Explorer-maven,SponsorshipSponsorController.save,5,"Sponsor, Sponsorship, ",218,216,2,165,45,120,11,15,4,8,16,8,1,1,0.500000,0.500000,0.600000,0.400000,0.363636,0.250000,0.312500,1.615385,0.806452,0.045872,0.090909
Acme-Explorer-maven,SponsorshipSponsorController.save,1,"UserAccount, DomainEntity, ",218,219,-1,165,46,119,11,12,3,9,16,7,1,0,0.200000,0.800000,0.857143,0.142857,0.454545,0.400000,0.437500,0.692308,0.903226,0.577982,0.636364
Acme-Explorer-maven,SponsorshipSponsorController.save,0,"Actor, Message, Folder, ",218,220,-2,165,46,119,11,18,3,9,16,7,1,0,0.500000,0.500000,0.250000,0.750000,0.181818,0.000000,0.250000,0.692308,1.290323,0.376147,0.236364
