Codebase,Feature,Orchestrator,Entities,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction,Initial Invocations Count,Initial Invocations Count W/ Empties,Final Invocations Count,Total Invocation Merges,Initial Accesses count,Final Accesses count,Total Trace Sweeps w/ Merges,Clusters with multiple invocations,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP
Acme-Supermarket-maven,StorageAdministratorController.save,7,"Storage, WareHouse, ",54,16,38,63,22,41,17,21,4,17,27,9,2,1,0.428571,0.571429,0.636364,0.363636,0.411765,0.142857,0.407407,0.631579,0.988024,0.500000,0.349206
Acme-Supermarket-maven,StorageAdministratorController.save,1,"Category, Item, ",54,28,26,63,23,40,17,24,4,18,27,9,2,1,0.200000,0.800000,0.857143,0.142857,0.294118,0.200000,0.259259,1.184211,0.880240,0.500000,0.444444
Acme-Supermarket-maven,ItemConsumerController.add,1,"Item, ",82,47,35,174,26,148,43,78,4,49,60,7,2,1,0.250000,0.750000,0.750000,0.250000,0.093023,0.250000,0.066667,2.336358,0.784232,0.341463,0.103448
Acme-Supermarket-maven,ItemConsumerController.add,0,"UserAccount, DomainEntity, ",82,44,38,174,36,138,43,50,4,41,60,9,2,1,0.000000,1.000000,1.000000,0.000000,0.418605,0.111111,0.333333,0.380583,0.871369,0.000000,0.080460
Acme-Supermarket-maven,ItemConsumerController.add,4,"ShoppingCart, Consumer, Content, ",82,46,36,174,41,133,43,45,4,40,60,9,1,1,0.190476,0.809524,0.833333,0.166667,0.488372,0.047619,0.600000,0.283059,1.344398,0.658537,0.775862
Acme-Supermarket-maven,OrderConsumerController.create,2,"Order, OrderItem, ",75,29,46,182,37,145,49,80,6,49,64,13,1,1,1.000000,0.000000,0.090909,0.909091,0.183673,0.000000,0.171875,2.029328,0.985188,0.826667,0.038462
Acme-Supermarket-maven,OrderConsumerController.create,1,"Tax, Category, Item, ",75,30,45,182,37,145,49,74,6,47,64,13,4,2,0.000000,1.000000,1.000000,0.000000,0.244898,0.583333,0.234375,0.983917,1.007578,0.000000,0.373626
Acme-Supermarket-maven,OrderConsumerController.create,0,"Actor, UserAccount, DomainEntity, ",75,40,35,182,37,145,49,72,6,45,64,14,2,1,0.000000,1.000000,1.000000,0.000000,0.265306,0.076923,0.250000,0.737938,0.992077,0.000000,0.065934
Acme-Supermarket-maven,OrderConsumerController.create,4,"ShoppingCart, Consumer, Content, ",75,30,45,182,38,144,49,71,6,47,64,13,2,1,0.071429,0.928571,0.952381,0.047619,0.285714,0.071429,0.328125,1.248817,1.209094,0.173333,0.461538
Acme-Supermarket-maven,OrderConsumerController.create,6,"ExchangeRate, ",75,41,34,182,39,143,49,96,6,43,64,14,1,2,0.000000,1.000000,1.000000,0.000000,0.020408,0.000000,0.015625,0.000000,0.806063,0.000000,0.000000
Acme-Supermarket-maven,OrderItemClerkController.save,1,"Item, ",77,44,33,254,31,223,56,95,5,75,81,9,2,1,0.111111,0.888889,0.888889,0.111111,0.160714,0.111111,0.111111,2.069565,0.710041,0.363636,0.188976
Acme-Supermarket-maven,OrderItemClerkController.save,0,"UserAccount, DomainEntity, ",77,26,51,254,40,214,56,76,5,56,81,11,2,1,0.000000,1.000000,1.000000,0.000000,0.321429,0.166667,0.234568,0.774704,0.749488,0.000000,0.007874
Acme-Supermarket-maven,OrderItemClerkController.save,2,"Clerk, Order, OrderItem, ",77,38,39,254,44,210,56,68,7,50,81,14,1,2,0.090909,0.909091,0.926829,0.073171,0.392857,0.045455,0.506173,0.591304,1.323258,0.272727,0.645669
Acme-Supermarket-maven,OrderItemClerkController.save,7,"Storage, WareHouse, ",77,37,40,254,45,209,56,98,7,52,81,15,3,2,0.428571,0.571429,0.666667,0.333333,0.125000,0.142857,0.148148,0.564427,1.217213,0.363636,0.125984
Acme-Supermarket-maven,OrderConsumerController.save,1,"Tax, Category, Item, ",117,32,85,396,34,362,104,160,5,102,130,11,3,1,0.000000,1.000000,1.000000,0.000000,0.230769,0.583333,0.230769,0.798617,1.016888,0.000000,0.343434
Acme-Supermarket-maven,OrderConsumerController.save,2,"Order, OrderItem, ",117,33,84,396,35,361,104,168,5,134,130,11,2,1,0.800000,0.200000,0.181818,0.818182,0.192308,0.000000,0.169231,1.402731,0.894861,0.854701,0.060606
Acme-Supermarket-maven,OrderConsumerController.save,0,"UserAccount, DomainEntity, ",117,35,82,396,37,359,104,152,5,103,130,11,2,1,0.000000,1.000000,1.000000,0.000000,0.269231,0.071429,0.223077,0.973768,0.842564,0.000000,0.040404
Acme-Supermarket-maven,OrderConsumerController.save,4,"ShoppingCart, Consumer, Content, ",117,35,82,396,51,345,104,145,6,100,130,14,1,2,0.031250,0.968750,0.959184,0.040816,0.307692,0.000000,0.376923,0.824884,1.245687,0.145299,0.505050
Acme-Taxi-maven,RepairShopMechanicController.create,0,"DomainEntity, UserAccount, ",90,89,1,21,21,0,5,6,3,2,6,5,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.333333,1.500000,0.857143,0.000000,0.666667
Acme-Taxi-maven,RepairShopMechanicController.create,1,"Review, ",90,90,0,21,21,0,5,9,3,3,6,5,2,1,1.000000,0.000000,0.000000,1.000000,0.200000,1.000000,0.166667,0.000000,0.857143,0.322222,0.000000
Acme-Taxi-maven,RepairShopMechanicController.create,4,"Mechanic, RepairShop, ",90,90,0,21,21,0,5,6,4,2,6,6,1,1,0.500000,0.500000,0.333333,0.666667,0.400000,0.000000,0.500000,1.500000,1.285714,0.677778,0.190476
Acme-Taxi-maven,CarDriverController.select,0,"DomainEntity, UserAccount, ",54,53,1,64,49,15,7,10,4,3,8,6,1,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.250000,1.000000,0.900000,0.000000,0.218750
Acme-Taxi-maven,CarDriverController.select,2,"Car, Driver, ",54,54,0,64,50,14,7,8,4,4,8,6,1,1,0.333333,0.666667,0.750000,0.250000,0.428571,0.000000,0.500000,1.000000,1.200000,0.277778,0.546875
Acme-Taxi-maven,CarDriverController.select,4,"RepairShop, ",54,54,0,64,50,14,7,11,4,5,8,6,2,1,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.250000,1.000000,0.900000,0.722222,0.203125
Acme-Taxi-maven,RequestAdminController.delete,0,"Actor, DomainEntity, UserAccount, ",25,25,0,130,81,49,8,10,4,6,12,7,2,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.500000,0.900000,1.384615,0.000000,0.469231
Acme-Taxi-maven,RequestAdminController.delete,2,"Driver, Request, ",25,24,1,130,82,48,8,11,4,4,12,7,1,1,0.333333,0.666667,0.750000,0.250000,0.375000,0.000000,0.333333,1.500000,0.923077,1.000000,0.230769
Acme-Taxi-maven,RequestAdminController.delete,1,"User, ",25,25,0,130,83,47,8,12,4,6,12,7,2,2,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.166667,0.600000,0.692308,0.000000,0.292308
Acme-Taxi-maven,RequestUserController.delete,0,"Actor, DomainEntity, UserAccount, ",25,25,0,127,84,43,8,10,4,6,12,7,2,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.500000,0.900000,1.384615,0.000000,0.456693
Acme-Taxi-maven,RequestUserController.delete,1,"User, ",25,25,0,127,84,43,8,12,4,6,12,7,2,2,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.166667,0.600000,0.692308,0.000000,0.299213
Acme-Taxi-maven,RequestUserController.delete,2,"Driver, Request, ",25,25,0,127,84,43,8,11,4,4,12,7,1,1,0.333333,0.666667,0.750000,0.250000,0.375000,0.000000,0.333333,1.500000,0.923077,1.000000,0.236220
Acme-Taxi-maven,RepairShopAdminController.delete,4,"Reservation, Service, RepairShop, ",121,82,39,101,42,59,16,17,4,13,18,8,2,1,0.500000,0.500000,0.600000,0.400000,0.500000,0.125000,0.555556,0.351906,1.153846,0.876033,0.584158
Acme-Taxi-maven,RepairShopAdminController.delete,0,"DomainEntity, ",121,82,39,101,42,59,16,20,4,13,18,8,1,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.333333,0.333333,0.492669,0.923077,0.000000,0.297030
Acme-Taxi-maven,RepairShopAdminController.delete,2,"Car, ",121,82,39,101,42,59,16,28,4,15,18,6,2,1,0.500000,0.500000,0.500000,0.500000,0.125000,0.500000,0.111111,2.155425,0.923077,0.123967,0.069307
Acme-Taxi-maven,CommentAdminController.delete,0,"Admin, DomainEntity, UserAccount, ",10,10,0,110,58,52,8,11,4,6,15,9,2,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.333333,0.333333,2.000000,1.016949,0.000000,0.227273
Acme-Taxi-maven,CommentAdminController.delete,1,"Announcement, Comment, User, ",10,10,0,110,58,52,8,8,4,4,15,9,1,1,0.250000,0.750000,0.888889,0.111111,0.500000,0.000000,0.600000,1.000000,1.372881,1.000000,0.700000
Acme-Taxi-maven,CommentAdminController.delete,3,"Configuration, ",10,10,0,110,59,51,8,14,4,6,15,9,2,2,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.066667,0.000000,0.610169,0.000000,0.063636
Acme-Taxi-maven,CarDriverController.removeShop,4,"RepairShop, ",52,54,-2,108,35,73,11,21,3,9,14,5,2,1,1.000000,0.000000,0.000000,1.000000,0.090909,1.000000,0.071429,0.000000,0.833333,0.730769,0.000000
Acme-Taxi-maven,CarDriverController.removeShop,0,"DomainEntity, UserAccount, ",52,54,-2,108,36,72,11,12,3,8,14,5,1,0,0.000000,1.000000,1.000000,0.000000,0.454545,0.000000,0.428571,1.500000,1.000000,0.000000,0.351852
Acme-Taxi-maven,CarDriverController.removeShop,2,"Car, Driver, ",52,54,-2,108,37,71,11,12,4,8,14,6,1,1,0.200000,0.800000,0.857143,0.142857,0.454545,0.000000,0.500000,1.500000,1.166667,0.269231,0.629630
Acme-Taxi-maven,RequestUserController.confirm,3,"Configuration, ",312,286,26,76,39,37,13,21,5,12,14,7,4,1,0.000000,1.000000,1.000000,0.000000,0.230769,0.333333,0.214286,0.727273,0.952381,0.000000,0.276316
Acme-Taxi-maven,RequestUserController.confirm,1,"User, ",312,287,25,76,40,36,13,22,5,9,14,7,1,2,0.500000,0.500000,0.500000,0.500000,0.153846,0.500000,0.142857,1.454545,0.952381,0.192308,0.250000
Acme-Taxi-maven,RequestUserController.confirm,0,"DomainEntity, UserAccount, ",312,312,0,76,41,35,13,20,6,7,14,8,1,1,0.333333,0.666667,0.666667,0.333333,0.230769,0.333333,0.214286,0.727273,0.952381,0.455128,0.184211
Acme-Taxi-maven,RequestUserController.confirm,2,"Driver, Request, ",312,312,0,76,41,35,13,16,6,8,14,8,1,1,0.600000,0.400000,0.333333,0.666667,0.384615,0.400000,0.428571,1.090909,1.142857,0.352564,0.210526
Acme-Taxi-maven,ReservationUserController.create,1,"User, ",101,88,13,127,61,66,12,17,5,10,17,8,2,2,0.250000,0.750000,0.750000,0.250000,0.333333,0.250000,0.235294,1.000000,0.705882,0.594059,0.448819
Acme-Taxi-maven,ReservationUserController.create,0,"DomainEntity, UserAccount, ",101,88,13,127,62,65,12,16,5,9,17,8,2,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.250000,0.294118,0.833333,0.882353,0.000000,0.259843
Acme-Taxi-maven,ReservationUserController.create,4,"Reservation, Service, ",101,88,13,127,62,65,12,16,5,10,17,8,2,2,0.500000,0.500000,0.625000,0.375000,0.333333,0.000000,0.470588,1.166667,1.411765,0.405941,0.259843
Acme-Taxi-maven,RepairShopMechanicController.delete,2,"Car, ",119,82,37,149,54,95,21,38,4,20,26,8,2,1,0.500000,0.500000,0.500000,0.500000,0.095238,0.500000,0.076923,2.213763,0.854430,0.126050,0.046980
Acme-Taxi-maven,RepairShopMechanicController.delete,4,"Reservation, Service, Mechanic, RepairShop, ",119,82,37,149,54,95,21,23,4,19,26,10,2,1,0.400000,0.600000,0.714286,0.285714,0.476190,0.100000,0.538462,0.351391,1.196202,0.873950,0.557047
Acme-Taxi-maven,RepairShopMechanicController.delete,0,"DomainEntity, UserAccount, ",119,82,37,149,55,94,21,24,4,17,26,10,1,1,0.000000,1.000000,1.000000,0.000000,0.428571,0.222222,0.384615,0.434846,0.949367,0.000000,0.362416
Acme-Taxi-maven,UserController.save,3,"Configuration, ",705,355,350,148,56,92,8,14,3,7,22,9,2,0,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.045455,0.000000,0.450000,0.000000,0.047297
Acme-Taxi-maven,UserController.save,1,"Review, Announcement, User, ",705,467,238,148,84,64,8,11,5,4,22,12,1,1,0.666667,0.333333,0.200000,0.800000,0.375000,1.000000,0.227273,2.000000,0.750000,0.249645,0.121622
Acme-Taxi-maven,UserController.save,0,"Actor, UserAccount, DomainEntity, Folder, Message, ",705,467,238,148,86,62,8,8,5,3,22,12,1,1,0.750000,0.250000,0.437500,0.562500,0.500000,0.250000,0.727273,1.000000,1.800000,0.750355,0.743243
Acme-Taxi-maven,MechanicController.save,3,"Configuration, IdNumberPattern, ",708,258,450,216,53,163,17,23,3,16,32,8,2,0,0.000000,1.000000,1.000000,0.000000,0.352941,0.500000,0.187500,0.885246,0.545455,0.000000,0.166667
Acme-Taxi-maven,MechanicController.save,0,"Actor, UserAccount, DomainEntity, Folder, Message, ",708,516,192,216,65,151,17,22,5,13,32,14,2,1,0.500000,0.500000,0.523810,0.476190,0.352941,0.000000,0.656250,0.885246,1.909091,0.937853,0.722222
Acme-Taxi-maven,MechanicController.save,4,"Mechanic, ",708,704,4,216,107,109,17,24,6,12,32,21,1,1,0.400000,0.600000,0.600000,0.400000,0.294118,0.400000,0.156250,1.229508,0.545455,0.062147,0.055556
Acme-Taxi-maven,ServiceMechanicController.save,4,"Reservation, Service, Mechanic, RepairShop, ",109,108,1,180,102,78,16,16,5,11,26,13,1,1,0.250000,0.750000,0.882353,0.117647,0.500000,0.125000,0.653846,0.789474,1.485437,0.495413,0.644444
Acme-Taxi-maven,ServiceMechanicController.save,0,"Actor, DomainEntity, UserAccount, ",109,108,1,180,103,77,16,21,5,14,26,13,3,1,0.166667,0.833333,0.857143,0.142857,0.375000,0.333333,0.269231,1.421053,0.815534,0.504587,0.316667
Acme-Taxi-maven,ServiceMechanicController.save,1,"SpamWord, ",109,108,1,180,104,76,16,28,5,13,26,13,2,2,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.076923,0.789474,0.699029,0.000000,0.022222
Acme-Taxi-maven,ReviewUserController.saveDriver,2,"Driver, Request, ",237,176,61,412,70,342,29,42,4,29,40,9,3,1,0.125000,0.875000,0.900000,0.100000,0.275862,0.125000,0.250000,0.922002,0.924658,0.147679,0.276699
Acme-Taxi-maven,ReviewUserController.saveDriver,0,"Actor, DomainEntity, UserAccount, ",237,204,33,412,89,323,29,41,5,25,40,10,2,1,0.111111,0.888889,0.909091,0.090909,0.310345,0.222222,0.275000,1.344587,0.904110,0.232068,0.160194
Acme-Taxi-maven,ReviewUserController.saveDriver,1,"Review, SpamWord, User, ",237,207,30,412,92,320,29,34,6,25,40,12,1,2,0.250000,0.750000,0.789474,0.210526,0.413793,0.083333,0.475000,0.733411,1.171233,0.620253,0.548544
Acme-Taxi-maven,ReportActorController.save,3,"Configuration, ",214,203,11,398,47,351,27,51,3,26,36,5,2,0,0.000000,1.000000,1.000000,0.000000,0.074074,0.000000,0.055556,2.619047,0.800000,0.000000,0.035176
Acme-Taxi-maven,ReportActorController.save,5,"Report, ",214,209,5,398,48,350,27,28,4,23,36,6,1,1,0.230769,0.769231,0.769231,0.230769,0.481481,0.153846,0.361111,0.174603,0.800000,0.084112,0.075377
Acme-Taxi-maven,ReportActorController.save,0,"Actor, UserAccount, DomainEntity, ",214,210,4,398,48,350,27,30,4,24,36,6,2,1,0.166667,0.833333,0.904762,0.095238,0.444444,0.250000,0.583333,0.206349,1.400000,0.915888,0.876884
Acme-Taxi-maven,ReviewUserController.saveRepairShop,4,"RepairShop, ",241,183,58,306,64,242,23,34,4,23,31,8,3,1,0.166667,0.833333,0.833333,0.166667,0.260870,0.166667,0.193548,0.874494,0.780669,0.161826,0.212418
Acme-Taxi-maven,ReviewUserController.saveRepairShop,0,"Actor, DomainEntity, UserAccount, ",241,211,30,306,81,225,23,33,5,19,31,9,2,1,0.142857,0.857143,0.875000,0.125000,0.304348,0.285714,0.258065,1.457490,0.892193,0.228216,0.153595
Acme-Taxi-maven,ReviewUserController.saveRepairShop,1,"Review, SpamWord, User, ",241,211,30,306,82,224,23,26,6,19,31,11,1,2,0.300000,0.700000,0.764706,0.235294,0.434783,0.100000,0.548387,0.668016,1.327137,0.609959,0.614379
Acme-Taxi-maven,RequestUserController.confirmEdit,0,"DomainEntity, UserAccount, ",337,168,169,95,44,51,16,24,6,11,18,8,1,1,0.250000,0.750000,0.800000,0.200000,0.250000,0.500000,0.277778,0.750000,1.138211,0.421365,0.252632
Acme-Taxi-maven,RequestUserController.confirmEdit,3,"Configuration, ",337,165,172,95,45,50,16,27,6,16,18,8,6,1,0.000000,1.000000,1.000000,0.000000,0.187500,0.333333,0.166667,0.750000,0.910569,0.000000,0.221053
Acme-Taxi-maven,RequestUserController.confirmEdit,2,"Driver, Request, ",337,195,142,95,45,50,16,18,7,10,18,9,1,1,0.571429,0.428571,0.375000,0.625000,0.437500,0.285714,0.444444,1.000000,1.040650,0.400593,0.252632
Acme-Taxi-maven,RequestUserController.confirmEdit,1,"User, ",337,166,171,95,47,48,16,28,7,10,18,9,1,2,0.500000,0.500000,0.500000,0.500000,0.125000,0.500000,0.111111,1.500000,0.910569,0.178042,0.200000
Acme-Taxi-maven,UserUserController.save,3,"Configuration, ",689,636,53,293,173,120,12,22,7,10,32,19,5,2,0.000000,1.000000,1.000000,0.000000,0.083333,0.000000,0.031250,0.000000,0.461538,0.000000,0.023891
Acme-Taxi-maven,UserUserController.save,0,"Actor, DomainEntity, UserAccount, Folder, Message, ",689,687,2,293,197,96,12,12,8,4,32,21,1,1,0.500000,0.500000,0.619048,0.380952,0.500000,0.166667,0.656250,1.200000,1.615385,0.744557,0.617747
